candidate_key,observed_name,aliases,department,locality,neighborhood,address,address_precision,phones,email,website_url,instagram_url,facebook_url,classification,evidence_tier,confidence,activity_status,latest_public_activity,administrative_status,exclusion_index_match,best_index_name,best_index_name_score,best_index_address,best_index_address_score,possible_relationships,coordinate_status,google_place_verification_status,import_recommendation,map_action,source_urls,review_notes
treinta-y-tres:mi-sueno:simon-del-pino-1335,Hogar Mi Sueño,,Treinta y Tres,Treinta y Tres,,Simón del Pino 1335,door_number,4453 3632,,,,,historical_only,A,medium_high,historical_presence_only_no_recent_independent_evidence,2019,not_determined,historical_source_not_in_exact_department_index,Hogar Mi Sueño,100.0,Santiago de Anca 1369,55.0,,do_not_geocode_historical_only,not_run,retain_as_historical_control_pending_new_evidence,no_current_map_point,https://www.gub.uy/ministerio-desarrollo-social/sites/ministerio-desarrollo-social/files/2019-06/respuesta-a-pedido-de-informacion%5B1%5D_3.pdf,No se encontró evidencia pública independiente suficientemente reciente para clasificarlo como sede actual. La ausencia de evidencia no prueba cierre.
treinta-y-tres:y-guarderia:manuel-oribe-1224,Hogar y Guardería Geriátrica,Hogar y Guardería Geriátrica,Treinta y Tres,Treinta y Tres,,Manuel Oribe 1224,door_number,4452 2879,,,,,historical_only,A,medium_high,historical_presence_only_no_recent_independent_evidence,2019,not_determined,historical_source_not_in_exact_department_index,Las Gardenias,66.7,Manuel Oribe 1428,88.2,,do_not_geocode_historical_only,not_run,retain_as_historical_control_pending_new_evidence,no_current_map_point,https://www.gub.uy/ministerio-desarrollo-social/sites/ministerio-desarrollo-social/files/2019-06/respuesta-a-pedido-de-informacion%5B1%5D_3.pdf,No se encontró evidencia pública independiente suficientemente reciente para clasificarlo como sede actual. La ausencia de evidencia no prueba cierre.
treinta-y-tres:los-abuelos:simon-del-pino-1055,Los Abuelos,,Treinta y Tres,Treinta y Tres,,Simón del Pino 1055,door_number,099 713 949,,,,,historical_only,A,medium_high,historical_presence_only_no_recent_independent_evidence,2019,not_determined,historical_source_not_in_exact_department_index,los abuelos,100.0,Arismendi 1025,54.5,,do_not_geocode_historical_only,not_run,retain_as_historical_control_pending_new_evidence,no_current_map_point,https://www.gub.uy/ministerio-desarrollo-social/sites/ministerio-desarrollo-social/files/2019-06/respuesta-a-pedido-de-informacion%5B1%5D_3.pdf,No se encontró evidencia pública independiente suficientemente reciente para clasificarlo como sede actual. La ausencia de evidencia no prueba cierre.
treinta-y-tres:magdalena:juan-ortiz-1528,Magdalena,,Treinta y Tres,Treinta y Tres,,Juan Ortiz 1528,door_number,4452 3770,,,,,historical_only,A,medium_high,historical_presence_only_no_recent_independent_evidence,2019,not_determined,historical_source_not_in_exact_department_index,Hogar Madre Ana,66.7,Manuel Oribe 1588,62.5,,do_not_geocode_historical_only,not_run,retain_as_historical_control_pending_new_evidence,no_current_map_point,https://www.gub.uy/ministerio-desarrollo-social/sites/ministerio-desarrollo-social/files/2019-06/respuesta-a-pedido-de-informacion%5B1%5D_3.pdf,No se encontró evidencia pública independiente suficientemente reciente para clasificarlo como sede actual. La ausencia de evidencia no prueba cierre.
treinta-y-tres:ramos-y-rosas:avelino-miranda-1236,Ramos y Rosas,,Treinta y Tres,Treinta y Tres,,Avelino Miranda 1236,door_number,4453 0402,,,,,historical_only,A,medium_high,historical_presence_only_no_recent_independent_evidence,2019,not_determined,historical_source_not_in_exact_department_index,LAS ROSAS,72.7,Avelino Miranda 2513,90.0,,do_not_geocode_historical_only,not_run,retain_as_historical_control_pending_new_evidence,no_current_map_point,https://www.gub.uy/ministerio-desarrollo-social/sites/ministerio-desarrollo-social/files/2019-06/respuesta-a-pedido-de-informacion%5B1%5D_3.pdf,No se encontró evidencia pública independiente suficientemente reciente para clasificarlo como sede actual. La ausencia de evidencia no prueba cierre.
treinta-y-tres:adulto-mayor:manuel-melendez-y-simon-del-pino,Residencial Adulto Mayor,,Treinta y Tres,Treinta y Tres,,Manuel Meléndez y Simón del Pino,intersection,,,,,,historical_only,A,high,destroyed_by_fire_2024_no_current_site,2024-07-07,not_determined,historical_site_not_in_current_exact_index,hogar de adultos mayores,80.0,manuel herrera y obes 4127,51.7,,do_not_geocode_historical_only,not_run,retain_as_historical_control_only,no_current_map_point,https://www.elpais.com.uy/informacion/sociedad/a-un-ano-de-la-tragedia-en-un-residencial-de-treinta-y-tres-familiares-afirman-que-la-investigacion-se-detuvo | https://www.elobservador.com.uy/nacional/incendio-residencial-treinta-y-tres-dos-denuncias-resueltas-y-buen-estado-del-lugar-segun-el-msp-n5950258,No es candidato actual. Se conserva para evitar redescubrir la dirección como sede vigente.
treinta-y-tres:sin-nombre-ramon-ortiz-315:ramon-ortiz-315,Residencial sin nombre — Ramón Ortiz 315,Sin nombre,Treinta y Tres,Treinta y Tres,,Ramón Ortiz 315,door_number,,,,,,historical_only,A,medium_high,historical_presence_only_no_recent_independent_evidence,2019,not_determined,historical_source_not_in_exact_department_index,Sin nombre,55.6,Ramon Anador 3481,68.8,,do_not_geocode_historical_only,not_run,retain_as_historical_control_pending_new_evidence,no_current_map_point,https://www.gub.uy/ministerio-desarrollo-social/sites/ministerio-desarrollo-social/files/2019-06/respuesta-a-pedido-de-informacion%5B1%5D_3.pdf,No se encontró evidencia pública independiente suficientemente reciente para clasificarlo como sede actual. La ausencia de evidencia no prueba cierre.
treinta-y-tres:sin-nombre-zona-el-verde-alto:ruta-98-zona-el-verde-alto-s-n,Residencial sin nombre — Zona El Verde Alto,Sin nombre,Treinta y Tres,Treinta y Tres,,"Ruta 98, Zona El Verde Alto s/n",route_or_zone,099 993 966,,,,,historical_only,A,medium_high,historical_presence_only_no_recent_independent_evidence,2019,not_determined,historical_source_not_in_exact_department_index,Sin nombre,51.3,"Ruta 11 y comienzo del camino P del Plata, s/n",56.0,,do_not_geocode_historical_only,not_run,retain_as_historical_control_pending_new_evidence,no_current_map_point,https://www.gub.uy/ministerio-desarrollo-social/sites/ministerio-desarrollo-social/files/2019-06/respuesta-a-pedido-de-informacion%5B1%5D_3.pdf,No se encontró evidencia pública independiente suficientemente reciente para clasificarlo como sede actual. La ausencia de evidencia no prueba cierre.
treinta-y-tres:rincon-de-luz:juan-antonio-lavalleja-968,Rincón de Luz,,Treinta y Tres,Treinta y Tres,,Juan Antonio Lavalleja 968,door_number,4452 9077,,,,,historical_only,A,medium_high,historical_presence_only_no_recent_independent_evidence,2019,not_determined,historical_source_not_in_exact_department_index,Residencial Rincon de Luz,100.0,Av. Lavalleja 921,61.9,,do_not_geocode_historical_only,not_run,retain_as_historical_control_pending_new_evidence,no_current_map_point,https://www.gub.uy/ministerio-desarrollo-social/sites/ministerio-desarrollo-social/files/2019-06/respuesta-a-pedido-de-informacion%5B1%5D_3.pdf,No se encontró evidencia pública independiente suficientemente reciente para clasificarlo como sede actual. La ausencia de evidencia no prueba cierre.
treinta-y-tres:sol-y-luna:valentin-olivera-ortiz-2008,Sol y Luna,Hogar Residencial del Adulto Mayor Sol y Luna,Treinta y Tres,Treinta y Tres,,Valentín Olivera Ortiz 2008,door_number,4452 6664,,,,,historical_only,A,medium_high,historical_presence_only_no_recent_independent_evidence,2019,not_determined,historical_source_not_in_exact_department_index,Residencial Sol Y Luna,100.0,Bulevar Artigas 2800,51.1,,do_not_geocode_historical_only,not_run,retain_as_historical_control_pending_new_evidence,no_current_map_point,https://www.gub.uy/ministerio-desarrollo-social/sites/ministerio-desarrollo-social/files/2019-06/respuesta-a-pedido-de-informacion%5B1%5D_3.pdf,No se encontró evidencia pública independiente suficientemente reciente para clasificarlo como sede actual. La ausencia de evidencia no prueba cierre.
treinta-y-tres:club-de-abuelos-cumbre:local-mevir,Club de Abuelos Cumbre,,Treinta y Tres,La Charqueada,,Local MEVIR,site_name_without_door_number,4459 2304,,,,,not_elepem,A,high,community_recreation_organization,2015,not_determined,not_applicable_recreational_club,CLUB DE ABUELOS DEL PRADO,72.3,atala t mendivil 311,45.2,,not_applicable,not_run,exclude_from_elepem_discovery,exclude,https://www.mapeosociedadcivil.uy/organizaciones/club-de-abuelos-cumbre/,"Espacio cultural y recreativo, no establecimiento de larga estadía según la descripción pública."
treinta-y-tres:club-raices:santiago-gadea-1181,Club Raíces,,Treinta y Tres,Treinta y Tres,,Santiago Gadea 1181,door_number,4452 5188,,,,,not_elepem,A,high,community_recreation_organization,2015,not_determined,not_applicable_recreational_club,Nuestras Raíces,61.5,santiago gadea 3582,84.2,,not_applicable,not_run,exclude_from_elepem_discovery,exclude,https://www.mapeosociedadcivil.uy/organizaciones/club-raices/,Club de adultos mayores con actividades recreativas; no se describe alojamiento de larga estadía.
treinta-y-tres:asistida-treinta-y-tres:andres-spikerman-esquina-basilio-araujo,Residencia Asistida Treinta y Tres,,Treinta y Tres,Treinta y Tres,,Andrés Spikerman esquina Basilio Araujo,intersection,4453 0374,,,,,not_elepem,A,high,current_health_service_record,2026,not_determined,not_applicable_health_service,TREINTA Y TRES,75.7,Piedras y Basilio Araújo 1076,61.8,,not_applicable,not_run,exclude_from_elepem_discovery,exclude,https://guiaderecursos.mides.gub.uy/88677/crc32 | https://catalogodatos.gub.uy/dataset/b3e0cdc4-d5a4-4bbd-a941-3b1e0091ce73/resource/4471dcb4-ce39-44e9-b273-0d27af77c4b3/download/oid.csv,Dispositivo de salud/asistencia pública; no debe incorporarse automáticamente como ELEPEM para personas mayores.
treinta-y-tres:de-ancianos-cebollati:del-cementerio-s-n,Hogar de Ancianos Cebollatí,,Treinta y Tres,"Villa Cebollatí, Rocha",,Calle del Cementerio s/n,street_without_door_number,,,,,,false_positive,A,high,construction_stage_outside_department,2026-04-10,not_determined,outside_department_rocha,Hogar de Ancianos Delta,78.9,ANGEL CERIANI S/N,62.9,,not_applicable,not_run,discard_from_treinta_y_tres_route_to_rocha_research,exclude_from_department,https://www.gub.uy/ministerio-transporte-obras-publicas/comunicacion/calendario-actividades/firma-convenio-social-rocha | https://www.gub.uy/ministerio-transporte-obras-publicas/comunicacion/noticias/mtop-fortalece-instituciones-sociales-rocha-treinta-tres-cerro-largo,Pertenece a Rocha y en abril de 2026 estaba en primera etapa de construcción; no es candidato de Treinta y Tres.
treinta-y-tres:mi-sueno-33-orientales-974:33-orientales-974,Hogar Mi Sueño — 33 Orientales 974,Hogar de Mi Sueño,Treinta y Tres,Paysandú,,33 Orientales 974,door_number,096 426 848,,,https://www.instagram.com/hogardeabuelos.pay/,,false_positive,A,high,current_public_presence_detected_outside_department,2026,not_determined,exact_known_private_candidate_in_paysandu,Sueños Dorados 2,52.4,33 Orientales 974,100.0,"Coincide con EXC-CANDIDATE-EB4211BC6A004781, departamento Paysandú. | No debe interpretarse como mudanza del Hogar Mi Sueño histórico de Treinta y Tres solo por compartir el nombre.",not_applicable,not_run,discard_from_treinta_y_tres_link_to_paysandu_candidate,exclude_from_department,https://www.instagram.com/hogardeabuelos.pay/ | https://www.instagram.com/reel/DRQcFmYERxk/,Falso positivo producido por la calle 33 Orientales y por geolocalizaciones ambiguas en resultados sociales.
