candidate_key,observed_name,aliases,department,locality,address,address_precision,phones,email,website_url,instagram_url,facebook_url,classification,evidence_tier,confidence,activity_status,latest_public_activity,administrative_status,exclusion_index_match,historical_public_match,possible_relationships,coordinate_status,google_place_verification_status,import_recommendation,map_action,source_urls,review_notes
canelones:lagomar:boutique-colibri,Residencial Boutique Colibrí,,Canelones,Lagomar,Gestido M2 S4,door_number,2681 1019 | 097 750 612,contacto@residencialcolibri.com,https://www.residencialcolibri.com/,,,probable_new_current,B,high,current_site_and_directory_presence,,not_determined,no_match_found,no_match_found,,needs_ide_geocoding_after_deduplication,pending_local_codex_tool,private_candidate_after_codex_dry_run,private_candidate_layer_only_after_geocoding_and_human_review,https://1122.com.uy/local/residencial-boutique-colibri/LOC836660001 | https://www.residencialcolibri.com/,
canelones:lomas:historias-de-otono,Historias de Otoño,,Canelones,Lomas de Solymar,"Solanas M305 S29, entre Amelia Ramírez y Bolina",door_number,2698 3774 | 093 331 773 | 095 756 004,,,,,probable_new_current,C,high,current_public_directory_presence,,not_determined,no_match_found,no_match_found,,needs_ide_geocoding_after_deduplication,pending_local_codex_tool,private_candidate_after_codex_dry_run,private_candidate_layer_only_after_geocoding_and_human_review,https://ciudaddelacosta.com.uy/modules/directorio/lstDirectorio.php?id=110&listar=por_categoria,
canelones:el-pinar-norte:nuestro-mundo,Residencial Nuestro Mundo,,Canelones,El Pinar Norte,Joaquín Suárez M60A S22,door_number,092 749 880,,,,,probable_new_current,C,high,current_directory_presence,,not_determined,no_match_found,no_match_found,,needs_ide_geocoding_after_deduplication,pending_local_codex_tool,private_candidate_after_codex_dry_run,private_candidate_layer_only_after_geocoding_and_human_review,https://1122.com.uy/local/residencial-nuestro-mundo/LOC858500001,
canelones:marindia:las-lunas,Casa Hogar Las Lunas,,Canelones,Marindia,Capiatá esquina Cahire,intersection,092 733 679 | 094 133 245,,,,,probable_new_current,C,high,current_directory_presence,,not_determined,no_match_found,no_match_found,,needs_ide_geocoding_after_deduplication,pending_local_codex_tool,private_candidate_after_codex_dry_run,private_candidate_layer_only_after_geocoding_and_human_review,https://1122.com.uy/local/casa-hogar-las-lunas/LOC867590001,
canelones:san-jose-carrasco:la-la,La La,,Canelones,San José de Carrasco,Rambla Tomás Berreta M59 S14,door_number,2698 0171,,,,,probable_new_current,C,medium_high,listed_by_sector_association_2026,2026,not_determined,no_match_found,no_match_found,,needs_ide_geocoding_after_deduplication,pending_local_codex_tool,private_candidate_after_codex_dry_run,private_candidate_layer_only_after_geocoding_and_human_review,https://aderama.org.uy/socios-2026/,
canelones:el-pinar:la-macarena,La Macarena,,Canelones,El Pinar,Macarena M145 S28,door_number,094 538 958,,,,,probable_new_current,C,medium_high,listed_by_sector_association_2026,2026,not_determined,no_match_found,no_match_found,,needs_ide_geocoding_after_deduplication,pending_local_codex_tool,private_candidate_after_codex_dry_run,private_candidate_layer_only_after_geocoding_and_human_review,https://aderama.org.uy/socios-2026/,
canelones:solymar:kairos-1,Kairo's 1,,Canelones,Solymar,Marques Castro M15 S26,door_number,092 315 692,,,,,probable_new_current,C,high,listed_by_sector_association_2026,2026,not_determined,no_match_found,no_match_found,Comparte operador/teléfono con Kairo's 2; son sedes físicas distintas.,needs_ide_geocoding_after_deduplication,pending_local_codex_tool,private_candidate_after_codex_dry_run,private_candidate_layer_only_after_geocoding_and_human_review,https://aderama.org.uy/socios-2026/,
canelones:lomas:kairos-2,Kairo's 2,,Canelones,Lomas de Solymar,Cruz del Sur M314 S6,door_number,092 315 692,,,,,probable_new_current,C,high,listed_by_sector_association_2026,2026,not_determined,no_match_found,no_match_found,Comparte operador/teléfono con Kairo's 1; son sedes físicas distintas.,needs_ide_geocoding_after_deduplication,pending_local_codex_tool,private_candidate_after_codex_dry_run,private_candidate_layer_only_after_geocoding_and_human_review,https://aderama.org.uy/socios-2026/,
canelones:solymar:las-violetas,Las Violetas,,Canelones,Solymar,"Achiras M1 S18, entre Gestido y Rambla",door_number,092 920 003,,,,,probable_new_current,B,high,association_and_public_social_presence,2026,not_determined,no_match_found,no_match_found,,needs_ide_geocoding_after_deduplication,pending_local_codex_tool,private_candidate_after_codex_dry_run,private_candidate_layer_only_after_geocoding_and_human_review,https://aderama.org.uy/socios-2026/ | https://www.instagram.com/,
canelones:el-pinar-norte:los-angeles,Los Ángeles,,Canelones,El Pinar Norte,M147 S127,door_number,097 305 439,,,,,probable_new_current,C,medium_high,listed_by_sector_association_2026,2026,not_determined,no_match_found,no_match_found,,needs_ide_geocoding_after_deduplication,pending_local_codex_tool,private_candidate_after_codex_dry_run,private_candidate_layer_only_after_geocoding_and_human_review,https://aderama.org.uy/socios-2026/,
canelones:san-jose-carrasco:arenas,Arenas,,Canelones,San José de Carrasco,"Del Oriente M55 S15, esquina Santa Bernardita",door_number,097 003 915,contacto@arenas.uy,https://arenas.uy/,,,probable_new_current,B,high,current_website_and_association_presence,2026,not_determined,no_match_found,no_match_found,El mismo teléfono aparece asociado a Los Lagos/La Soñada en otras fuentes; revisar relación de operador o dato reutilizado.,needs_ide_geocoding_after_deduplication,pending_local_codex_tool,private_candidate_after_codex_dry_run,private_candidate_layer_only_after_geocoding_and_human_review,https://arenas.uy/ | https://aderama.org.uy/socios-2026/,
canelones:shangrila:armonia,Armonía,,Canelones,Shangrilá,Del Estío M33 S10,door_number,093 705 487 | 2683 6359,,,,,probable_new_current,B,high,association_and_recent_public_ad_presence,2025-05-19,not_determined,no_match_found,no_match_found,,needs_ide_geocoding_after_deduplication,pending_local_codex_tool,private_candidate_after_codex_dry_run,private_candidate_layer_only_after_geocoding_and_human_review,https://aderama.org.uy/socios-2026/ | https://www.facebook.com/groups/pocitos/posts/9673831609360440/,
canelones:solymar:achiras,Achiras,,Canelones,Solymar,"Achiras M1 S12, entre Rambla y Gestido",door_number,094 176 901,info@residencialachiras.com.uy,https://residencialachiras.com.uy/,https://www.instagram.com/residencialachiras/,,probable_new_current,B,high,current_website_social_and_association_presence,2026,not_determined,no_match_found,no_match_found,Conflicto de solar 12 versus 13 entre sitio propio y Aderama; confirmar antes de geocodificar.,needs_ide_geocoding_after_deduplication,pending_local_codex_tool,private_candidate_after_codex_dry_run,private_candidate_layer_only_after_geocoding_and_human_review,https://residencialachiras.com.uy/ | https://aderama.org.uy/socios-2026/,
canelones:parque-carrasco:vila-de-rosa,Vila de Rosa,,Canelones,Parque Carrasco,"Ema Capurro M17 S7, entre Gestido y Santa María",door_number,096 256 326 | 097 432 727 | 2682 3739,contacto@viladerosa.com,https://www.viladerosa.com/,,,probable_new_current,B,high,current_website_association_and_map_presence,2026,not_determined,no_match_found,no_match_found,Aderama muestra solar 17 mientras el sitio propio y directorios muestran solar 7; confirmar el dato correcto.,needs_ide_geocoding_after_deduplication,pending_local_codex_tool,private_candidate_after_codex_dry_run,private_candidate_layer_only_after_geocoding_and_human_review,https://www.viladerosa.com/ | https://aderama.org.uy/socios-2026/,
canelones:lagomar:casa-nostra,Casa Nostra Residencial,,Canelones,Lagomar,Rambla Costanera M1 S26,door_number,098 473 580,,,https://www.instagram.com/casanostraresidencial/,,probable_new_current,B,high,recent_directory_and_social_presence,2026-07,not_determined,no_match_found,no_match_found,,needs_ide_geocoding_after_deduplication,pending_local_codex_tool,private_candidate_after_codex_dry_run,private_candidate_layer_only_after_geocoding_and_human_review,https://1122.com.uy/local/casa-nostra-residencial/LOC898390001 | https://www.instagram.com/reel/C-06u-Au3uB/,
canelones:atlantida:nuevo-vivir,Residencial Nuevo Vivir,,Canelones,Atlántida,Av. Circunvalación esquina Guayabos,intersection,4376 8818 | 092 543 677,,,,,probable_new_current,C,high,current_directory_presence,,not_determined,no_match_found,no_match_found,,needs_ide_geocoding_after_deduplication,pending_local_codex_tool,private_candidate_after_codex_dry_run,private_candidate_layer_only_after_geocoding_and_human_review,https://1122.com.uy/galeria/residencial-nuevo-vivir/733780001/13359,
canelones:parque-del-plata:phoenix,Phoenix Residencial,,Canelones,Parque del Plata,"Rambla, bajada 11",landmark_or_beach_access,4375 5213 | 098 774 852,,,,,probable_new_current,C,high,current_directory_presence,,not_determined,no_match_found,no_match_found,,needs_ide_geocoding_after_deduplication,pending_local_codex_tool,private_candidate_after_codex_dry_run,private_candidate_layer_only_after_geocoding_and_human_review,https://1122.com.uy/local/phoenix-residencial/LOC350900001,
canelones:santa-rosa:san-blas,Hogar San Blas,,Canelones,Santa Rosa,"Camino Cedrés 1231, empalme rutas 6 y 11",door_number,091 650 965 | 091 899 349,roberpachegim@gmail.com,,https://www.instagram.com/hogarabuelossanblas,,probable_new_current,B,high,association_and_sector_directory_presence,2026,not_determined,no_match_found,no_match_found,,needs_ide_geocoding_after_deduplication,pending_local_codex_tool,private_candidate_after_codex_dry_run,private_candidate_layer_only_after_geocoding_and_human_review,https://aderama.org.uy/socios-2026/ | https://inforesidenciales.com.uy/san-blas/,
canelones:san-ramon:el-refugio,El Refugio,,Canelones,San Ramón,"Baltasar Brum, a pocos metros de Av. Batlle y Ordóñez",street_near_intersection,091 529 751,,,,,probable_new_current,C,medium_high,local_media_publicity_detected,2025,not_determined,no_match_found,no_match_found,,needs_ide_geocoding_after_deduplication,pending_local_codex_tool,private_candidate_after_codex_dry_run,private_candidate_layer_only_after_geocoding_and_human_review,https://www.facebook.com/anpitelevision/posts/1255025689964359/,
canelones:shangrila:la-maisonette,La Maisonette,,Canelones,Shangrilá,Rambla Tomás Berreta M28 S15,door_number,2696 9234,,,,,probable_new_current,B,high,association_and_sector_directory_presence,2026,not_determined,no_match_found,no_match_found,,needs_ide_geocoding_after_deduplication,pending_local_codex_tool,private_candidate_after_codex_dry_run,private_candidate_layer_only_after_geocoding_and_human_review,https://aderama.org.uy/socios-2026/ | https://inforesidenciales.com.uy/la-maisonette/,
canelones:las-piedras:guga,Residencial Guga,,Canelones,Las Piedras,Magallanes,street_without_door_number,2367 7535 | 094 251 534,,,,,needs_more_evidence,C,medium,directory_verified_in_2024,2024-03-26,not_determined,no_match_found,no_match_found,,needs_ide_geocoding_after_deduplication,pending_local_codex_tool,private_review_queue_needs_more_evidence,do_not_map_until_currentness_and_identity_confirmed,https://1122.com.uy/local/residencial-guga/LOC764970001,Conseguir una señal de actividad 2025/2026 y número de puerta.
canelones:las-piedras:viata-demna,Residencial Viata Demna,,Canelones,Las Piedras,Wilson Ferreira Aldunate 011,malformed_door_number,2368 (parcial) | 0973 (parcial),,,,,needs_more_evidence,C,low_to_medium,directory_presence_only,,not_determined,no_match_found,no_match_found,,manual_address_confirmation_before_geocoding,pending_local_codex_tool,private_review_queue_needs_more_evidence,do_not_map_until_currentness_and_identity_confirmed,https://1122.com.uy/rubro-zona/canelones/estimulacion-cognitiva-adultos-mayores/PRD10115631/Z03,La dirección está malformada en el directorio. No geocodificar hasta confirmar calle y puerta.
canelones:el-dorado:maria-cristina,Hogar Residencial María Cristina,,Canelones,El Dorado,Elías Regules M1 S4 y Pública,manzana_solar_with_cross_street,2369 (parcial) | 0913 (parcial),,,,,needs_more_evidence,C,medium,directory_presence_only,,not_determined,no_match_found,no_match_found,,needs_ide_geocoding_after_deduplication,pending_local_codex_tool,private_review_queue_needs_more_evidence,do_not_map_until_currentness_and_identity_confirmed,https://1122.com.uy/rubro-zona/progreso/residenciales/PRD1000233/Z03421,
canelones:pando:renacer,Residencial Renacer,,Canelones,Pando,Luis A. de Herrera 732,door_number,092 790 900,,,,,needs_more_evidence,C,medium,directory_presence_only,,not_determined,no_match_found,no_match_found,,needs_ide_geocoding_after_deduplication,pending_local_codex_tool,private_review_queue_needs_more_evidence,do_not_map_until_currentness_and_identity_confirmed,https://1122.com.uy/rubro-zona/pando/residenciales/PRD1000233/pando,
canelones:colonia-nicolich:san-pablo,San Pablo,,Canelones,Colonia Nicolich,Ruta 101 km 28.450,route_kilometer,2288 (parcial) | 0971 (parcial),,,,,needs_more_evidence,C,medium,directory_presence_only,,not_determined,no_match_found,no_match_found,,needs_ide_geocoding_after_deduplication,pending_local_codex_tool,private_review_queue_needs_more_evidence,do_not_map_until_currentness_and_identity_confirmed,https://1122.com.uy/rubro-zona/pando/residenciales/PRD1000233/pando,
canelones:parque-del-plata:hilos-plateados,Hilos Plateados,,Canelones,Parque del Plata,Calle 50 metros esquina Calle 3,intersection,,,,,,needs_more_evidence,C,low_to_medium,directory_presence_only,,not_determined,no_match_found,no_match_found,,needs_ide_geocoding_after_deduplication,pending_local_codex_tool,private_review_queue_needs_more_evidence,do_not_map_until_currentness_and_identity_confirmed,https://1122.com.uy/rubro-zona/parque-del-plata/residenciales/PRD1000233/Z03312,
canelones:parque-del-plata:eublana,Eublana Residencial,,Canelones,Parque del Plata,"Joaquín Suárez, entre calles 8 y 19",street_segment,,,,,,needs_more_evidence,C,low_to_medium,directory_presence_only,,not_determined,no_match_found,no_match_found,,needs_ide_geocoding_after_deduplication,pending_local_codex_tool,private_review_queue_needs_more_evidence,do_not_map_until_currentness_and_identity_confirmed,https://1122.com.uy/rubro-zona/parque-del-plata/residenciales/PRD1000233/Z03312,
canelones:el-pinar:el-arca,El Arca,,Canelones,El Pinar,,missing,2698 (parcial) | 0944 (parcial),,,,,address_missing,C,low_to_medium,directory_presence_only,,not_determined,no_match_found,no_match_found,,not_geocodable_without_exact_address,pending_local_codex_tool,private_review_queue_address_required,review_queue_only,https://1122.com.uy/rubro-zona/el-pinar/residenciales-adulto-mayor/PRD10114177/Z03828,
canelones:salinas:alta-gracia,Alta Gracia,,Canelones,Salinas,,missing,4376 (parcial) | 0944 (parcial),,,,,address_missing,C,low_to_medium,directory_presence_only,,not_determined,no_match_found,no_match_found,,not_geocodable_without_exact_address,pending_local_codex_tool,private_review_queue_address_required,review_queue_only,https://1122.com.uy/rubro-zona/salinas/residenciales/PRD1000233/Z03131,
canelones:lomas:la-calaguala,La Calaguala,,Canelones,Lomas de Solymar,,missing,095 907 961,,,,,address_missing,C,medium,local_directory_presence,,not_determined,no_match_found,no_match_found,,not_geocodable_without_exact_address,pending_local_codex_tool,private_review_queue_address_required,review_queue_only,https://ciudaddelacosta.com.uy/modules/directorio/lstDirectorio.php?id=110&listar=por_categoria,
canelones:canelones:risas-y-amor,Casa Hogar Risas y Amor,,Canelones,Canelones,,missing,099 848 470,,,,,address_missing,C,medium_high,recent_public_opening_ads,2026,not_determined,no_match_found,no_match_found,,not_geocodable_without_exact_address,pending_local_codex_tool,private_review_queue_address_required,review_queue_only,https://www.facebook.com/groups/981153045993857/posts/2228615887914227/,"La publicidad indica que abrió en ciudad de Canelones, pero no se obtuvo domicilio exacto."
canelones:santa-lucia:la-quica,La Quica,,Canelones,Santa Lucía,,missing,091 825 746,,,,,address_missing,C,medium,public_social_presence_detected,,not_determined,no_match_found,no_match_found,,not_geocodable_without_exact_address,pending_local_codex_tool,private_review_queue_address_required,review_queue_only,https://www.facebook.com/,Confirmar domicilio y si presta alojamiento nocturno de larga estadía.
canelones:pinamar:la-casa-de-mama,La Casa de Mamá,,Canelones,Pinamar Sur,,missing,4376 (parcial) | 0953 (parcial),,,,,address_missing,C,low_to_medium,directory_presence_only,,not_determined,no_match_found,no_match_found,,not_geocodable_without_exact_address,pending_local_codex_tool,private_review_queue_address_required,review_queue_only,https://1122.com.uy/rubro-zona/salinas/residenciales/PRD1000233/Z03131,
canelones:progreso:residencial-progreso,Residencial Progreso,,Canelones,Progreso,Las Acacias 6,door_number,2369 8608,,,,,possible_move_or_rebrand,C,high,current_directory_presence,,not_determined,possible_match_to_el_es_mi_paz,no_exact_historical_match,"El mismo teléfono aparece asociado al establecimiento conocido El Es Mi Paz, Av. Brasil s/n. Revisar mudanza, operador o dato compartido.",needs_ide_geocoding_after_deduplication,pending_local_codex_tool,private_relationship_review,do_not_create_new_public_point_until_relationship_resolved,https://1122.com.uy/local/residencial-progreso/LOC848600001,
canelones:san-ramon:hogar-del-carmen,Hogar del Carmen,,Canelones,San Ramón,6 de Junio s/n,street_without_door_number,,,,,,possible_move_or_rebrand,A,high,public_reopening_activity_detected,2025,not_determined,no_match_found,exact_historical_match_2019,La sede aparece en la nómina de 2019 y tuvo señales públicas de reapertura/actividad. Tratar como reactivación de un registro histórico.,needs_ide_geocoding_after_deduplication,pending_local_codex_tool,private_relationship_review,do_not_create_new_public_point_until_relationship_resolved,https://www.gub.uy/ministerio-desarrollo-social/sites/ministerio-desarrollo-social/files/2019-06/respuesta-a-pedido-de-informacion%5B1%5D_3.pdf | https://www.facebook.com/,
canelones:san-ramon:santa-maria,Residencial Santa María,,Canelones,San Ramón,Bella Vista 2057,door_number,,,,,,possible_move_or_rebrand,C,high,current_public_directory_presence,,not_determined,same_address_as_known_solange_amaya,exact_historical_match_2019,"La dirección coincide con el registro oficial del índice 'Solange Alejandra Amaya' y con Santa María en 2019. Probable identidad, operador o nombre comercial relacionado.",needs_ide_geocoding_after_deduplication,pending_local_codex_tool,private_relationship_review,do_not_create_new_public_point_until_relationship_resolved,https://www.gub.uy/ministerio-desarrollo-social/sites/ministerio-desarrollo-social/files/2019-06/respuesta-a-pedido-de-informacion%5B1%5D_3.pdf | https://1122.com.uy/,
canelones:tala:vida-nueva,Residencial Vida Nueva,,Canelones,Tala,25 de Agosto y Villegas,intersection,4315 3882,,,,,possible_move_or_rebrand,C,high,current_directory_presence,,not_determined,no_match_found,same_street_as_historical_la_tercera_edad,"La Tercera Edad figuraba en 2019 en 25 de Agosto s/n. Revisar cambio de nombre, mudanza corta o reutilización del inmueble.",needs_ide_geocoding_after_deduplication,pending_local_codex_tool,private_relationship_review,do_not_create_new_public_point_until_relationship_resolved,https://1122.com.uy/local/residencial-vida-nueva/LOC461680001 | https://www.gub.uy/ministerio-desarrollo-social/sites/ministerio-desarrollo-social/files/2019-06/respuesta-a-pedido-de-informacion%5B1%5D_3.pdf,
canelones:tala:san-cono,San Cono,,Canelones,Tala,Continuación Treinta y Tres esquina Paysandú,intersection,4315 (parcial) | 0981 (parcial),,,,,possible_move_or_rebrand,C,high,current_directory_presence,,not_determined,name_match_to_known_san_cono_san_ramon_requires_department_locality_review,historical_san_cono_tala_different_address,"San Cono figuraba en 2019 en Belzonzo de León s/n, Tala. El índice también tiene SAN CONO en San Ramón, por lo que no debe fusionarse por nombre.",needs_ide_geocoding_after_deduplication,pending_local_codex_tool,private_relationship_review,do_not_create_new_public_point_until_relationship_resolved,https://1122.com.uy/rubro-zona/pando/residenciales/PRD1000233/pando | https://www.gub.uy/ministerio-desarrollo-social/sites/ministerio-desarrollo-social/files/2019-06/respuesta-a-pedido-de-informacion%5B1%5D_3.pdf,
canelones:pando:abu,Residencial Abu,,Canelones,Pando,General Artigas 893,door_number,2292 6084 | 093 807 556,,,,,possible_move_or_rebrand,C,high,current_directory_presence,,not_determined,no_match_found,same_name_historical_different_address,ABU figuraba en 2019 en Piovene 1339. Probable mudanza o cambio de sede; conservar ambas direcciones con vigencia.,needs_ide_geocoding_after_deduplication,pending_local_codex_tool,private_relationship_review,do_not_create_new_public_point_until_relationship_resolved,https://1122.com.uy/local/residencial-abu/LOC533800001 | https://www.gub.uy/ministerio-desarrollo-social/sites/ministerio-desarrollo-social/files/2019-06/respuesta-a-pedido-de-informacion%5B1%5D_3.pdf,
canelones:lagomar:el-hogar-ii,El Hogar II,,Canelones,Lagomar,Achiras M24 S20,door_number,2696 3294,,,,,possible_move_or_rebrand,C,high,listed_by_sector_association_2026,2026,not_determined,near_known_el_hogar_m24_s23,needs_historical_address_review,"El índice ya contiene El Hogar en Achiras M24 S23. Puede ser segunda sede, cambio de solar o error de dirección; no fusionar ni duplicar automáticamente.",needs_ide_geocoding_after_deduplication,pending_local_codex_tool,private_relationship_review,do_not_create_new_public_point_until_relationship_resolved,https://aderama.org.uy/socios-2026/,
canelones:lomas:canaan,Residencial Canaan,,Canelones,Lomas de Solymar,"Hawaii, entre Virazón y Pejerrey",street_segment,2695 6860,,,,,possible_move_or_rebrand,C,high,local_directory_presence,,not_determined,no_match_found,similar_name_historical_canaam_different_address,"CANAAM figuraba en 2019 en Stella Maris M37 S9. Revisar ortografía, mudanza o identidad distinta.",needs_ide_geocoding_after_deduplication,pending_local_codex_tool,private_relationship_review,do_not_create_new_public_point_until_relationship_resolved,https://ciudaddelacosta.com.uy/modules/directorio/lstDirectorio.php?id=110&listar=por_categoria | https://www.gub.uy/ministerio-desarrollo-social/sites/ministerio-desarrollo-social/files/2019-06/respuesta-a-pedido-de-informacion%5B1%5D_3.pdf,
canelones:el-pinar:zafiros,Residencial Zafiros,,Canelones,El Pinar,"Av. Pérez Butler km 30, M193 S4, entre Patria y Machado",door_number,2681 (parcial) | 0920 (parcial),,,,,possible_move_or_rebrand,C,high,directory_presence_only,,not_determined,no_match_found,exact_physical_site_historical_unnamed,La nómina de 2019 contiene una sede sin nombre en Pérez Butler M193 S4. Tratar como posible nombre actual del mismo sitio.,needs_ide_geocoding_after_deduplication,pending_local_codex_tool,private_relationship_review,do_not_create_new_public_point_until_relationship_resolved,https://1122.com.uy/rubro-zona/el-pinar/residenciales-adulto-mayor/PRD10114177/Z03828 | https://www.gub.uy/ministerio-desarrollo-social/sites/ministerio-desarrollo-social/files/2019-06/respuesta-a-pedido-de-informacion%5B1%5D_3.pdf,
