candidate_key,observed_name,aliases,department,locality,neighborhood,address,address_precision,phones,email,website_url,instagram_url,facebook_url,classification,evidence_tier,confidence,activity_status,latest_public_activity,administrative_status,exclusion_index_match,best_index_name,best_index_name_score,best_index_address,best_index_address_score,possible_relationships,coordinate_status,google_place_verification_status,import_recommendation,map_action,source_urls,review_notes
montevideo:residencial-jardin-del-sol:general-pagola-2042,Residencial Jardín del Sol,JARDIN DEL SOL,Montevideo,Montevideo,La Comercial,General Pagola 2042,door_number,097 832 436 | 099 125 626,guillermogricon@gmail.com,,https://www.instagram.com/resijardindelsol/,https://www.facebook.com/p/Residencial-Jard%C3%ADn-del-Sol-100095207817049/,probable_new_current,B,high,current_public_presence_detected,2026,not_determined,no_exact_name_or_address_match,El Jardín de los Abuelos,66.7,Nueva Palmira 2084,64.9,,needs_ide_geocoding_after_deduplication,not_run,private_candidate_after_codex_dry_run,private_candidate_layer_only_after_geocoding_and_human_review,https://aderama.org.uy/socios-2026/ | https://inforesidenciales.com.uy/jardin-del-sol/ | https://www.facebook.com/p/Residencial-Jard%C3%ADn-del-Sol-100095207817049/,
montevideo:la-casa-de-san-marino:san-marino-1320,La Casa de San Marino,,Montevideo,Montevideo,Punta Gorda,San Marino 1320,door_number,2601 6976 | 094 033 545,,,,,probable_new_current,B,high,current_public_presence_detected,,not_determined,no_exact_name_or_address_match,SAN CAMILO,70.0,San Martín 3020,86.7,,needs_ide_geocoding_after_deduplication,not_run,private_candidate_after_codex_dry_run,private_candidate_layer_only_after_geocoding_and_human_review,https://aderama.org.uy/socios-2026/ | https://inforesidenciales.com.uy/san-marino/ | https://1122.com.uy/local/la-casa-de-san-marino/LOC474040001,
montevideo:residencial-la-foret-carrasco:raul-montero-bustamante-6235,Residencial La Forêt - Carrasco,LA FORET | La Forêt Carrasco,Montevideo,Montevideo,Carrasco,Raúl Montero Bustamante 6235,door_number,098 402 410,,https://www.residenciallaforet.com.uy/,,https://www.facebook.com/p/Residencial-La-For%C3%AAt-61553637140124/,probable_new_current,B,high,current_public_presence_detected,,not_determined,no_exact_name_or_address_match,AIRES DE CARRASCO,78.6,Perdro Bustamante 1721,64.0,"El operador también publicita una sede en Jaime Cibils 2824, domicilio históricamente asociado a Old Trafford; esa relación se registra por separado.",needs_ide_geocoding_after_deduplication,not_run,private_candidate_after_codex_dry_run,private_candidate_layer_only_after_geocoding_and_human_review,https://aderama.org.uy/socios-2026/ | https://www.residenciallaforet.com.uy/ | https://www.facebook.com/p/Residencial-La-For%C3%AAt-61553637140124/,
montevideo:residencial-los-jacintos:av-gral-rivera-6269,Residencial Los Jacintos,LOS JACINTOS,Montevideo,Montevideo,Carrasco,Av Gral Rivera 6269,door_number,2603 4781 | 098 175 448,,https://www.residencialescoppelia.com/,,,probable_new_current,B,high,current_public_presence_detected,,not_determined,no_exact_name_or_address_match,De Los Pocitos,66.7,Avda. General Rivera 7110,69.8,Forma parte de un operador que también presenta Coppelia y Sweet Home; no fusionar las sedes.,needs_ide_geocoding_after_deduplication,not_run,private_candidate_after_codex_dry_run,private_candidate_layer_only_after_geocoding_and_human_review,https://aderama.org.uy/socios-2026/ | https://inforesidenciales.com.uy/los-jacintos/ | https://www.residencialescoppelia.com/,
montevideo:residencial-manantiales:cagancha-2314,Residencial Manantiales,MANANTIALES,Montevideo,Montevideo,La Comercial,Cagancha 2314,door_number,2208 3495 | 094 029 597,,,https://www.instagram.com/residencialmanantialesuy/,,probable_new_current,B,high,current_public_presence_detected,2026,not_determined,no_exact_name_or_address_match,Antares,66.7,Av. Gral. French 2391,62.5,,needs_ide_geocoding_after_deduplication,not_run,private_candidate_after_codex_dry_run,private_candidate_layer_only_after_geocoding_and_human_review,https://aderama.org.uy/socios-2026/ | https://inforesidenciales.com.uy/manantiales/ | https://www.instagram.com/residencialmanantialesuy/,
montevideo:residencial-mazel-tov:juan-ramon-gomez-2633-bis,Residencial Mazel Tov,MAZEL TOV,Montevideo,Montevideo,Pocitos / Parque Batlle,Juan Ramón Gomez 2633 Bis,door_number,,,,https://www.instagram.com/residencialmazeltov/,https://www.facebook.com/residencialmazeltov/,probable_new_current,B,high,current_public_presence_detected,2026,not_determined,no_exact_name_or_address_match,Residencial Albas de Otoño,50.0,Juan Ramon Gomez 2778,78.3,,needs_ide_geocoding_after_deduplication,not_run,private_candidate_after_codex_dry_run,private_candidate_layer_only_after_geocoding_and_human_review,https://aderama.org.uy/socios-2026/ | https://www.instagram.com/residencialmazeltov/ | https://www.instagram.com/p/DTiHo9KjZbX/,
montevideo:residencial-pontevedra:blandengues-1915,Residencial Pontevedra,,Montevideo,Montevideo,Reducto / Villa Muñoz,Blandengues 1915,door_number,092 161 394 | 095 803 745 | 099 706 875,pontevedraresidencial18@gmail.com,,,,probable_new_current,B,high,current_public_presence_detected,,not_determined,no_exact_name_or_address_match,Montpellier,57.1,Blanes 1125,74.1,,needs_ide_geocoding_after_deduplication,not_run,private_candidate_after_codex_dry_run,private_candidate_layer_only_after_geocoding_and_human_review,https://aderama.org.uy/socios-2026/ | https://www.redresidenciales.uy/residencial-hotel/montevideo/reducto/residencial-pontevedra/ | https://moovitapp.com/index/es-419/transporte_p%C3%BAblico-Residencial_Pontevedra_cuidado_al_Adulto_Mayor_3era_Edad_casa_de_Salud-Montevideo-site_178363867-1672,
montevideo:hogar-santa-isabel:luis-alberto-de-herrera-2229,Hogar Santa Isabel,SANTA ISABEL,Montevideo,Montevideo,La Blanqueada,Luis Alberto de Herrera 2229,door_number,098 758 684,residencial.hogarsantaisabel@gmail.com,,,,probable_new_current,B,high,current_public_presence_detected,2026,not_determined,no_exact_name_or_address_match,Residencial Doña Isabel,78.3,Luis Alberto de Herrera 3159,89.3,,needs_ide_geocoding_after_deduplication,not_run,private_candidate_after_codex_dry_run,private_candidate_layer_only_after_geocoding_and_human_review,https://aderama.org.uy/socios-2026/ | https://inforesidenciales.com.uy/santa-isabel/,
montevideo:residencial-sueno-azul:francisco-simon-2214,Residencial Sueño Azul,,Montevideo,Montevideo,La Blanqueada,Francisco Simón 2214,door_number,099 559 015 | 2482 2348,,https://azulresidencial.com,https://www.instagram.com/sazulresidencial/,https://www.facebook.com/azulresidencial/,probable_new_current,B,high,current_public_presence_detected,2026,not_determined,no_exact_name_or_address_match,Sueño de Hogar,66.7,Francisco Simón 2416,90.0,,needs_ide_geocoding_after_deduplication,not_run,private_candidate_after_codex_dry_run,private_candidate_layer_only_after_geocoding_and_human_review,https://aderama.org.uy/socios-2026/ | https://inforesidenciales.com.uy/sueno-azul/ | https://www.waze.com/es/live-map/directions/uy/departamento-de-montevideo/montevideo/residencial-sueno-azul?to=place.ChIJMf5mkvOBn5UR2K5bHkjcxhA,
montevideo:residencial-paul-cezanne:comercio-1941,Residencial Paul Cezanne,,Montevideo,Montevideo,Buceo,Comercio 1941,door_number,2507 1913 | 098 651 265,,,,https://facebook.com/resi.pcezanne,probable_new_current,B,high,current_public_presence_detected,,not_determined,no_exact_name_or_address_match,Palas Atenea,58.3,COMERCIO 2149,84.6,,needs_ide_geocoding_after_deduplication,not_run,private_candidate_after_codex_dry_run,private_candidate_layer_only_after_geocoding_and_human_review,https://1122.com.uy/local/residencial-paul-cezanne/LOC601920001 | https://www.facebook.com/resi.pcezanne/,
montevideo:residencial-maria-paula:martin-c-martinez-3013,Residencial María Paula,,Montevideo,Montevideo,Jacinto Vera,Martín C. Martínez 3013,door_number,2200 6696 | 096 125 914,,,,,needs_more_evidence,C,medium,current_public_presence_detected,,not_determined,no_exact_name_or_address_match,Madre Paulina,75.0,Martin .C.Martínez 1832,90.9,,needs_ide_geocoding_after_deduplication,not_run,private_review_queue_needs_independent_current_source,do_not_map_until_current_operation_is_independently_confirmed,https://1122.com.uy/local/maria-paula/LOC521810001 | https://moovitapp.com/index/es-419/transporte_p%C3%BAblico-Residencial_Mar%C3%ADa_Gracia-Montevideo-site_330151720-1672,"Aunque la dirección es concreta, la segunda referencia no confirma la identidad; mantener en revisión hasta encontrar red o sitio propio. La ficha pública aporta domicilio y contacto, pero se requiere una segunda familia de fuente o verificación local antes de tratarla como nuevo actual."
montevideo:residencial-brisas-de-malvin:hipolito-yrigoyen-1719,Residencial Brisas de Malvín,,Montevideo,Montevideo,Malvín,Hipólito Yrigoyen 1719,door_number,099 109 247,,,,,needs_more_evidence,C,medium,current_public_presence_detected,,not_determined,no_exact_name_or_address_match,BRISAS DEL SOL,69.6,Hipolito Irigoyen 1482,81.8,,needs_ide_geocoding_after_deduplication,not_run,private_review_queue_needs_independent_current_source,do_not_map_until_current_operation_is_independently_confirmed,https://1122.com.uy/local/brisas-de-malvin/LOC874790001,"La ficha pública aporta domicilio y contacto, pero se requiere una segunda familia de fuente o verificación local antes de tratarla como nuevo actual."
montevideo:inema-residencial:8-de-octubre-4094,Inema Residencial,,Montevideo,Montevideo,Unión,8 de Octubre 4094,door_number,2508 9145,,,,,needs_more_evidence,C,medium,current_public_presence_detected,,not_determined,no_exact_name_or_address_match,Higea,60.0,8 de Octubre 3205,82.4,,needs_ide_geocoding_after_deduplication,not_run,private_review_queue_needs_independent_current_source,do_not_map_until_current_operation_is_independently_confirmed,https://1122.com.uy/local/inema-residencial/LOC3770001,"La ficha pública aporta domicilio y contacto, pero se requiere una segunda familia de fuente o verificación local antes de tratarla como nuevo actual."
montevideo:residencial-copelia:emilio-oribe-2065,Residencial Copelia,Copelia,Montevideo,Montevideo,Punta Gorda / Carrasco,Emilio Oribe 2065,door_number,,,,,,needs_more_evidence,C,medium,current_public_presence_detected,,not_determined,no_exact_name_or_address_match,Celina,76.9,Emilio Romero 290,70.6,Puede formar parte del mismo operador que Los Jacintos y Sweet Home; falta una fuente directa con esta dirección.,needs_ide_geocoding_after_deduplication,not_run,private_review_queue_needs_independent_current_source,do_not_map_until_independent_source_and_deduplication,https://aderama.org.uy/socios-2026/,Puede formar parte del mismo operador que Los Jacintos y Sweet Home; falta una fuente directa con esta dirección.
montevideo:cooperativa-seran:besnes-hirigoyen-5674,Cooperativa Seran,Cooperativa Seran,Montevideo,Montevideo,norte/oeste de Montevideo,Besnes Hirigoyen 5674,door_number,,,https://www.seraan.com.uy/,,,needs_more_evidence,C,medium,current_public_presence_detected,,not_determined,no_exact_name_or_address_match,PERLITA “S,53.8,Hipolito Irigoyen 1482,51.2,"El sitio propio confirma la organización, pero la dirección específica se apoya principalmente en Aderama.",needs_ide_geocoding_after_deduplication,not_run,private_review_queue_needs_independent_current_source,do_not_map_until_independent_source_and_deduplication,https://aderama.org.uy/socios-2026/ | https://www.seraan.com.uy/,"El sitio propio confirma la organización, pero la dirección específica se apoya principalmente en Aderama."
montevideo:residencial-eureka:camino-castro-152-a,Residencial Eureka,Eureka,Montevideo,Montevideo,Prado / Atahualpa,Camino Castro 152 A,door_number,,,,,,needs_more_evidence,C,medium,current_public_presence_detected,,not_determined,no_exact_name_or_address_match,Erika,72.7,CAMINO CASTRO 535,83.3,"El nombre es muy ambiguo en búsquedas generales; Aderama aporta la sede y contacto, pero falta una ficha directa estable.",needs_ide_geocoding_after_deduplication,not_run,private_review_queue_needs_independent_current_source,do_not_map_until_independent_source_and_deduplication,https://aderama.org.uy/socios-2026/,"El nombre es muy ambiguo en búsquedas generales; Aderama aporta la sede y contacto, pero falta una ficha directa estable."
montevideo:galicia-1:juan-b-viacaba-1667,Galicia 1,Galicia 1,Montevideo,Montevideo,Cerro / oeste,Juan B. Viacaba 1667,door_number,,,,,,needs_more_evidence,C,medium,current_public_presence_detected,,not_determined,no_exact_name_or_address_match,Residencial Gala,61.5,Av Bolivia 1364,52.9,Solo se obtuvo una referencia sectorial actual con dirección y teléfono.,needs_ide_geocoding_after_deduplication,not_run,private_review_queue_needs_independent_current_source,do_not_map_until_independent_source_and_deduplication,https://aderama.org.uy/socios-2026/,Solo se obtuvo una referencia sectorial actual con dirección y teléfono.
montevideo:galicia-2:grecia-3567,Galicia 2,Galicia 2,Montevideo,Montevideo,Cerro / oeste,Grecia 3567,door_number,,,,,,needs_more_evidence,C,medium,current_public_presence_detected,,not_determined,no_exact_name_or_address_match,Residencial Gala,61.5,AGRACIADA 3567,80.0,Solo se obtuvo una referencia sectorial actual con dirección y teléfono.,needs_ide_geocoding_after_deduplication,not_run,private_review_queue_needs_independent_current_source,do_not_map_until_independent_source_and_deduplication,https://aderama.org.uy/socios-2026/,Solo se obtuvo una referencia sectorial actual con dirección y teléfono.
montevideo:amitie:gral-felipe-fraga-2191,Amitie,,Montevideo,Montevideo,,Gral Felipe Fraga 2191,door_number,,,,,,needs_more_evidence,C,medium,current_public_presence_detected,,not_determined,no_exact_name_or_address_match,Itiel,72.7,Agraciada 2911,55.6,,needs_ide_geocoding_after_deduplication,not_run,private_review_queue_needs_independent_current_source,do_not_map_until_current_operation_is_independently_confirmed,https://aderama.org.uy/socios-2026/,Comparte el domicilio Gral. Felipe Fraga 2191 con Mamina II; no crear dos sedes sin resolver la convivencia temporal o comercial.
montevideo:el-naranjo:bernardo-susviela-4221,El Naranjo,EL NARANJO,Montevideo,Montevideo,,Bernardo Susviela 4221,door_number,,,,,,needs_more_evidence,C,medium,current_public_presence_detected,,not_determined,no_exact_name_or_address_match,El Remanso,57.1,Bulevar Artigas 4251,52.4,,needs_ide_geocoding_after_deduplication,not_run,private_review_queue_needs_independent_current_source,do_not_map_until_current_operation_is_independently_confirmed,https://aderama.org.uy/socios-2026/,Solo se obtuvo presencia sectorial actual; buscar fuente independiente y actividad reciente.
montevideo:madre-inmaculada:juan-cabal-2281,Madre Inmaculada,MADRE INMACULADA,Montevideo,Montevideo,,Juan Cabal 2281,door_number,,,,,,needs_more_evidence,C,medium,current_public_presence_detected,,not_determined,no_exact_name_or_address_match,Madre Paulina,69.0,Junto Arèchaga 3285,58.8,,needs_ide_geocoding_after_deduplication,not_run,private_review_queue_needs_independent_current_source,do_not_map_until_current_operation_is_independently_confirmed,https://aderama.org.uy/socios-2026/,Solo se obtuvo presencia sectorial actual; confirmar relación con un ELEPEM y no con otra institución homónima.
montevideo:magna-pocitos:marco-bruto-1226,Magna Pocitos,MAGNA POCITOS,Montevideo,Montevideo,Pocitos,Marco Bruto 1226,door_number,,,,,,needs_more_evidence,C,medium,current_public_presence_detected,,not_determined,no_exact_name_or_address_match,De Los Pocitos,70.0,Marco Bruto 1264,93.8,,needs_ide_geocoding_after_deduplication,not_run,private_review_queue_needs_independent_current_source,do_not_map_until_current_operation_is_independently_confirmed,https://aderama.org.uy/socios-2026/,Sede publicada por Aderama; confirmar que es distinta de otros establecimientos de Marco Bruto.
montevideo:matildas:colombes-1592,Matildas,MATILDAS,Montevideo,Montevideo,,Colombes 1592,door_number,,,,,,needs_more_evidence,C,medium,current_public_presence_detected,,not_determined,no_exact_name_or_address_match,Las Marías,71.4,Canelones 1276,59.3,,needs_ide_geocoding_after_deduplication,not_run,private_review_queue_needs_independent_current_source,do_not_map_until_current_operation_is_independently_confirmed,https://aderama.org.uy/socios-2026/,Presencia sectorial con domicilio; falta una segunda fuente pública independiente.
montevideo:mamina-ii:gral-fraga-2191,Mamina II,MAMINA II,Montevideo,Montevideo,,Gral Fraga 2191,door_number,,,,,,needs_more_evidence,C,medium,current_public_presence_detected,,not_determined,no_exact_name_or_address_match,Residencial Mamina,80.0,Av. Gral. French 2391,64.7,,needs_ide_geocoding_after_deduplication,not_run,private_review_queue_needs_independent_current_source,do_not_map_until_current_operation_is_independently_confirmed,https://aderama.org.uy/socios-2026/,"Mismo domicilio observado que Amitie. Puede ser cambio de nombre, convivencia o error; no duplicar."
montevideo:morena-residencia:hermanos-ruiz-3471,Morena Residencia,MORENA RESIDENCIA,Montevideo,Montevideo,,Hermanos Ruiz 3471,door_number,,,,,,needs_more_evidence,C,medium,current_public_presence_detected,,not_determined,no_exact_name_or_address_match,Hogar Madre Ana,66.7,Hermanos Ruíz 3495,88.9,,needs_ide_geocoding_after_deduplication,not_run,private_review_queue_needs_independent_current_source,do_not_map_until_current_operation_is_independently_confirmed,https://aderama.org.uy/socios-2026/,Domicilio cercano a otro registro de Hermanos Ruiz pero no idéntico; requiere verificación de puerta.
montevideo:pro-gente:bulevar-artigas-2577,Pro Gente,PRO GENTE,Montevideo,Montevideo,,Bulevar Artigas 2577,door_number,,,,,,needs_more_evidence,C,medium,current_public_presence_detected,,not_determined,no_exact_name_or_address_match,Residencial Portones,58.8,Bulevar Artigas 3270,90.0,,needs_ide_geocoding_after_deduplication,not_run,private_review_queue_needs_independent_current_source,do_not_map_until_current_operation_is_independently_confirmed,https://aderama.org.uy/socios-2026/,Presencia sectorial con domicilio; falta fuente independiente actual.
montevideo:sully-arce:camino-carlos-lopez-8046,Sully Arce,SULLY ARCE,Montevideo,Montevideo,,Camino Carlos López 8046,door_number,,,,,,needs_more_evidence,C,medium,current_public_presence_detected,,not_determined,no_exact_name_or_address_match,LE PARC,58.8,Cno. Carlos A. López 3944,76.6,,needs_ide_geocoding_after_deduplication,not_run,private_review_queue_needs_independent_current_source,do_not_map_until_current_operation_is_independently_confirmed,https://aderama.org.uy/socios-2026/,Nombre personal y dirección de Camino Carlos López; confirmar identidad comercial y actividad actual.
montevideo:union:gobernador-viana-2475,Unión,UNIÓN,Montevideo,Montevideo,Unión,Gobernador Viana 2475,door_number,,,,,,needs_more_evidence,C,medium,current_public_presence_detected,,not_determined,no_exact_name_or_address_match,Los Nonos,60.0,Bulevar España 2516,55.0,,needs_ide_geocoding_after_deduplication,not_run,private_review_queue_needs_independent_current_source,do_not_map_until_current_operation_is_independently_confirmed,https://aderama.org.uy/socios-2026/,"Nombre muy genérico; exigir dirección, teléfono y fuente independiente antes de matching."
montevideo:villa-azul:garibaldi-2584,Villa Azul,VILLA AZUL,Montevideo,Montevideo,,Garibaldi 2584,door_number,,,,,,needs_more_evidence,C,medium,current_public_presence_detected,,not_determined,no_exact_name_or_address_match,Villa Ravelo,72.7,Garibaldi 2827,85.7,,needs_ide_geocoding_after_deduplication,not_run,private_review_queue_needs_independent_current_source,do_not_map_until_current_operation_is_independently_confirmed,https://aderama.org.uy/socios-2026/,Presencia sectorial actual; falta fuente independiente y comparación con Villa Ravelo/otras villas.
montevideo:casa-blanca:cnel-mora-485,Casa Blanca,Residencia Casablanca | Casablanca | Las Abejas SRL,Montevideo,Montevideo,Pocitos,Cnel. Mora 485,door_number,,,,,,possible_move_or_rebrand,B,high,current_public_presence_detected,,not_determined,no_exact_name_or_address_match,Casablanca,75.0,Coronel Mora 473 - 485,78.8,El índice conserva Casablanca–Las Abejas en Coronel Mora 473–485. | La dirección actual observada cae dentro del mismo rango; probable misma sede o continuidad.,use_existing_or_geocode_only_after_relationship_review,not_run,link_current_observation_to_existing_or_create_rebrand_relationship,do_not_create_duplicate_point,https://aderama.org.uy/socios-2026/ | https://1122.com.uy/local/residencia-casablanca/LOC548200001,No contar como nuevo limpio; resolver alias/razón social y vigencia.
montevideo:centro-del-adulto-mayor-ombu:bv-espana-2583,Centro del Adulto Mayor Ombú,Centro Ombú | Centro del Adulto Mayor Ombú Pocitos,Montevideo,Montevideo,Pocitos,Bv. España 2583,door_number,,,,,,known_exact_match,B,high,current_public_presence_detected,,not_determined,no_exact_name_or_address_match,Centro Residencial Tempus,75.0,Bv. España 2526,85.7,,needs_ide_geocoding_after_deduplication,not_run,enrich_existing_private_or_known_record,no_new_point,https://aderama.org.uy/socios-2026/ | https://inforesidenciales.com.uy/centro-del-adulto-mayor-ombu-pocitos/,Vincular fuentes al candidato/registro existente; no duplicar.
montevideo:manas:militon-drake-1993,Manas,Manas Home | Residencial Manas,Montevideo,Montevideo,Carrasco,Militon Drake 1993,door_number,,,,,,known_exact_match,B,high,current_public_presence_detected,,not_determined,no_exact_name_or_address_match,Las Marías,72.7,Millington Drake 1993,92.3,Militon Drake 1993 y Millington Drake 1993 son variantes de la misma dirección.,needs_ide_geocoding_after_deduplication,not_run,link_alias_and_source_to_existing_facility,no_new_point,https://aderama.org.uy/socios-2026/ | https://inforesidenciales.com.uy/manas/,Corregir la normalización de calle sin crear otra sede.
