"conflict_id","exclusion_id","conflict_type","department","detail","source_ids","requires_human_review"
"EXC-CONFLICT-BF8EDC00665AF339","EXC-OFFICIAL-ELP-0421","address_difference","Montevideo","La dirección heredada difiere de la agrupación oficial vinculada.","","true"
"EXC-CONFLICT-D3640528717DCAAE","EXC-OFFICIAL-ELP-0067","address_difference","Canelones","La dirección heredada difiere de la agrupación oficial vinculada.","","true"
"EXC-CONFLICT-C4CBCAE54787E048","EXC-OFFICIAL-ELP-0114","address_difference","Colonia","La dirección heredada difiere de la agrupación oficial vinculada.","","true"
"EXC-CONFLICT-A3215AFAE53866A5","EXC-OFFICIAL-ELP-0115","address_difference","Colonia","La dirección heredada difiere de la agrupación oficial vinculada.","","true"
"EXC-CONFLICT-7DFDB94309350244","EXC-OFFICIAL-ELP-0106","address_difference","Colonia","La dirección heredada difiere de la agrupación oficial vinculada.","","true"
"EXC-CONFLICT-E82367224BDFDD93","EXC-OFFICIAL-ELP-0106","split_multivalue_contact","Colonia","phone: 2 valores separados conservadoramente","","true"
"EXC-CONFLICT-46C6FD053DE4BA49","EXC-OFFICIAL-ELP-0104","split_multivalue_contact","Colonia","phone: 2 valores separados conservadoramente","","true"
"EXC-CONFLICT-46F1B11C68DCBA46","EXC-OFFICIAL-ELP-0118","address_difference","Colonia","La dirección heredada difiere de la agrupación oficial vinculada.","","true"
"EXC-CONFLICT-4A22E50FD01B1DEC","EXC-OFFICIAL-ELP-0180","address_difference","Florida","La dirección heredada difiere de la agrupación oficial vinculada.","","true"
"EXC-CONFLICT-C698A9E5BDD26165","EXC-OFFICIAL-ELP-0229","address_difference","Maldonado","La dirección heredada difiere de la agrupación oficial vinculada.","","true"
"EXC-CONFLICT-8B6BF218B9E0BDB1","EXC-OFFICIAL-ELP-0713","split_multivalue_contact","Paysandú","phone: 2 valores separados conservadoramente","","true"
"EXC-CONFLICT-4727AC37E5CFEFF5","EXC-OFFICIAL-ELP-0734","address_difference","Río Negro","La dirección heredada difiere de la agrupación oficial vinculada.","","true"
"EXC-CONFLICT-8FDB40C5E2115497","EXC-OFFICIAL-ELP-0734","split_multivalue_contact","Río Negro","phone: 2 valores separados conservadoramente","","true"
"EXC-CONFLICT-F55BD6365503731D","EXC-OFFICIAL-ELP-0738","split_multivalue_contact","Salto","phone: 2 valores separados conservadoramente","","true"
"EXC-CONFLICT-772B86C614AEA144","EXC-OFFICIAL-ELP-0750","split_multivalue_contact","Salto","phone: 2 valores separados conservadoramente","","true"
"EXC-CONFLICT-836E88B7133854FB","EXC-OFFICIAL-ELP-0774","address_difference","San José","La dirección heredada difiere de la agrupación oficial vinculada.","","true"
"EXC-CONFLICT-FEAF91B40C48A0DA","EXC-OFFICIAL-ELP-0768","address_difference","San José","La dirección heredada difiere de la agrupación oficial vinculada.","","true"
"EXC-CONFLICT-0A48330BBC8FA089","EXC-OFFICIAL-ELP-0755","address_difference","San José","La dirección heredada difiere de la agrupación oficial vinculada.","","true"
"EXC-CONFLICT-14981F56E367DA55","EXC-OFFICIAL-ELP-0755","split_multivalue_contact","San José","phone: 2 valores separados conservadoramente","","true"
"EXC-CONFLICT-B2229F0061DBAAE0","EXC-OFFICIAL-ELP-0788","address_difference","Soriano","La dirección heredada difiere de la agrupación oficial vinculada.","","true"
"EXC-CONFLICT-80ABF9050E15ACF7","EXC-OFFICIAL-ELP-0100","address_difference","Cerro Largo","La dirección heredada difiere de la agrupación oficial vinculada.","","true"
"EXC-CONFLICT-86923065C882182B","EXC-OFFICIAL-ELP-0100","split_multivalue_contact","Cerro Largo","phone: 2 valores separados conservadoramente","","true"
"EXC-CONFLICT-038FD82C40EE1672","EXC-OFFICIAL-ELP-0044","split_multivalue_contact","Canelones","phone: 2 valores separados conservadoramente","","true"
"EXC-CONFLICT-C74081A7A2BA0A19","EXC-OFFICIAL-ELP-0165","split_multivalue_contact","Durazno","phone: 2 valores separados conservadoramente","","true"
"EXC-CONFLICT-A60B3E476E2823D2","EXC-OFFICIAL-ELP-0227","split_multivalue_contact","Maldonado","phone: 2 valores separados conservadoramente","","true"
"EXC-CONFLICT-6BE2AF7AEB00B7D6","EXC-OFFICIAL-ELP-0558","split_multivalue_contact","Montevideo","phone: 2 valores separados conservadoramente","","true"
"EXC-CONFLICT-31F9C86F0B720C0B","EXC-OFFICIAL-ELP-0660","split_multivalue_contact","Montevideo","phone: 2 valores separados conservadoramente","","true"
"EXC-CONFLICT-960AF0D7B998F4FC","EXC-OFFICIAL-ELP-0759","split_multivalue_contact","San José","phone: 2 valores separados conservadoramente","","true"
