id,sources,source_external_ids,google_place_ids,name,department,locality,address,phone,website_url,lat,lng,operational_status,discovered_at,storage_policy,match_status,suggested_residencial_id,confidence,match_reasons,review_status,review_notes
RDC-2df21a762fe0740b,serpapi,serpapi:ChIJ8SLg4ljJr5URZ1WkR2P98Ps | serpapi:ChIJ8SLg4ljJr5URZ1WkR2P98Ps | serpapi:ChIJ8SLg4ljJr5URZ1WkR2P98Ps | serpapi:ChIJ8SLg4ljJr5URZ1WkR2P98Ps | serpapi:ChIJ8SLg4ljJr5URZ1WkR2P98Ps | serpapi:ChIJ8SLg4ljJr5URZ1WkR2P98Ps | serpapi:ChIJ8SLg4ljJr5URZ1WkR2P98Ps | serpapi:ChIJ8SLg4ljJr5URZ1WkR2P98Ps | serpapi:ChIJ8SLg4ljJr5URZ1WkR2P98Ps | serpapi:ChIJ8SLg4ljJr5URZ1WkR2P98Ps | serpapi:ChIJ8SLg4ljJr5URZ1WkR2P98Ps | serpapi:ChIJ8SLg4ljJr5URZ1WkR2P98Ps | serpapi:ChIJ8SLg4ljJr5URZ1WkR2P98Ps | serpapi:ChIJ8SLg4ljJr5URZ1WkR2P98Ps | serpapi:ChIJ8SLg4ljJr5URZ1WkR2P98Ps | serpapi:ChIJ8SLg4ljJr5URZ1WkR2P98Ps | serpapi:ChIJ8SLg4ljJr5URZ1WkR2P98Ps | serpapi:ChIJ8SLg4ljJr5URZ1WkR2P98Ps | serpapi:ChIJ8SLg4ljJr5URZ1WkR2P98Ps | serpapi:ChIJ8SLg4ljJr5URZ1WkR2P98Ps | serpapi:ChIJ8SLg4ljJr5URZ1WkR2P98Ps | serpapi:ChIJ8SLg4ljJr5URZ1WkR2P98Ps | serpapi:ChIJ8SLg4ljJr5URZ1WkR2P98Ps | serpapi:ChIJ8SLg4ljJr5URZ1WkR2P98Ps | serpapi:ChIJ8SLg4ljJr5URZ1WkR2P98Ps | serpapi:ChIJ8SLg4ljJr5URZ1WkR2P98Ps | serpapi:ChIJ8SLg4ljJr5URZ1WkR2P98Ps | serpapi:ChIJ8SLg4ljJr5URZ1WkR2P98Ps | serpapi:ChIJ8SLg4ljJr5URZ1WkR2P98Ps | serpapi:ChIJ8SLg4ljJr5URZ1WkR2P98Ps | serpapi:ChIJ8SLg4ljJr5URZ1WkR2P98Ps | serpapi:ChIJ8SLg4ljJr5URZ1WkR2P98Ps | serpapi:ChIJ8SLg4ljJr5URZ1WkR2P98Ps | serpapi:ChIJ8SLg4ljJr5URZ1WkR2P98Ps | serpapi:ChIJ8SLg4ljJr5URZ1WkR2P98Ps,ChIJ8SLg4ljJr5URZ1WkR2P98Ps,Casa Ravello,Paysandú,,"Gral. Leandro Gomez 1288, 60000 Paysandú, Departamento de Paysandú",095 809 096,https://www.casaravello.com.uy/,-32.3187789,-58.0796005,,2026-08-02T00:28:58.503Z,internal_contract_risk,new_candidate,,0,,pending,
RDC-3d0586925f13d5e5,serpapi,serpapi:ChIJ4zlE2Yu3qJURyWB1flE-1vo,ChIJ4zlE2Yu3qJURyWB1flE-1vo,Castillo Morató,Paysandú,,"R723+9XX, 60100 Departamento de Paysandú",099 132 058,http://www.castillomorato.com/,-32.1990079,-56.745015699999996,,2026-08-02T00:28:58.503Z,internal_contract_risk,new_candidate,,0,,pending,
RDC-174399934064753f,serpapi,serpapi:ChIJm_b_-LhPqJURHUrC4P5MtRw,ChIJm_b_-LhPqJURHUrC4P5MtRw,Dulce hogar,Paysandú,,"18 de Julio 440, 45000 Tacuarembó, Departamento de Tacuarembó",098 227 135,,-31.718819699999997,-55.9862726,Abierto las 24 horas,2026-08-02T00:28:58.503Z,internal_contract_risk,new_candidate,,0,,pending,
RDC-abcb9c20442b835b,serpapi,serpapi:ChIJM9G8taDJr5UR1fyBGBdo8GA | serpapi:ChIJM9G8taDJr5UR1fyBGBdo8GA | serpapi:ChIJM9G8taDJr5UR1fyBGBdo8GA | serpapi:ChIJM9G8taDJr5UR1fyBGBdo8GA | serpapi:ChIJM9G8taDJr5UR1fyBGBdo8GA | serpapi:ChIJM9G8taDJr5UR1fyBGBdo8GA | serpapi:ChIJM9G8taDJr5UR1fyBGBdo8GA | serpapi:ChIJM9G8taDJr5UR1fyBGBdo8GA | serpapi:ChIJM9G8taDJr5UR1fyBGBdo8GA | serpapi:ChIJM9G8taDJr5UR1fyBGBdo8GA | serpapi:ChIJM9G8taDJr5UR1fyBGBdo8GA | serpapi:ChIJM9G8taDJr5UR1fyBGBdo8GA | serpapi:ChIJM9G8taDJr5UR1fyBGBdo8GA | serpapi:ChIJM9G8taDJr5UR1fyBGBdo8GA | serpapi:ChIJM9G8taDJr5UR1fyBGBdo8GA,ChIJM9G8taDJr5UR1fyBGBdo8GA,El Jardín de Cronos,Paysandú,,"25 De Mayo 1469, 60000 Paysandú, Departamento de Paysandú",4720 2907,,-32.3214457,-58.0756333,Abierto las 24 horas,2026-08-02T00:28:58.503Z,internal_contract_risk,new_candidate,,0,,pending,
RDC-598f407fb522e0f4,serpapi,serpapi:ChIJf-wVvcG3qJUR9Gk7szvhl_E,ChIJf-wVvcG3qJUR9Gk7szvhl_E,Estancia Buen Retiro - Castillo Morató,Paysandú,,"R723+9XX, Estancia Buen Retiro, Paraje Tres Árboles, 60100 Morató, Departamento de Paysandú",,http://www.estanciabuenretiro.com/,-32.199008,-56.7450152,,2026-08-02T00:28:58.503Z,internal_contract_risk,new_candidate,,0,,pending,
RDC-2165a52055347123,serpapi,serpapi:ChIJJxdBJBvKvJURIATm1KQs9C4,ChIJJxdBJBvKvJURIATm1KQs9C4,Geriátrico Paysandú,Paysandú,,"Paysandú 1275, C1406 Cdad. Autónoma de Buenos Aires, Argentina",+54 11 4582-9898,https://geriatricopaysandu.com.ar/,-34.6094247,-58.454758999999996,Abierto las 24 horas,2026-08-02T00:28:58.503Z,internal_contract_risk,new_candidate,,0,,pending,
RDC-cfca959686f3e0ed,serpapi,serpapi:ChIJ799RUrvKvJURsfxD6nG_YgI,ChIJ799RUrvKvJURsfxD6nG_YgI,Geriatrico Paysandu S.r.l.,Paysandú,,"Av. Pres. Manuel Quintana 345, C1014ACD Cdad. Autónoma de Buenos Aires, Argentina",,,-34.589608999999996,-58.3882422,,2026-08-02T00:28:58.503Z,internal_contract_risk,new_candidate,,0,,pending,
RDC-01c3a322f391bd9a,serpapi,serpapi:ChIJCW-NWQDvr5UR-rENZlo07Cg | serpapi:ChIJCW-NWQDvr5UR-rENZlo07Cg,ChIJCW-NWQDvr5UR-rENZlo07Cg,Hogar Ancianos Valodia,Paysandú,,"8VM9+R36, 25 de Agosto, 65000 San Javier, Departamento de Río Negro",,,-32.6653048,-58.132521499999996,Abierto las 24 horas,2026-08-02T00:28:58.503Z,internal_contract_risk,new_candidate,,0,,pending,
RDC-d31816b583a7c961,serpapi,serpapi:ChIJYxrt1FtBr5URRilXzAzASYI | serpapi:ChIJYxrt1FtBr5URRilXzAzASYI | serpapi:ChIJYxrt1FtBr5URRilXzAzASYI | serpapi:ChIJYxrt1FtBr5URRilXzAzASYI | serpapi:ChIJYxrt1FtBr5URRilXzAzASYI | serpapi:ChIJYxrt1FtBr5URRilXzAzASYI | serpapi:ChIJYxrt1FtBr5URRilXzAzASYI | serpapi:ChIJYxrt1FtBr5URRilXzAzASYI | serpapi:ChIJYxrt1FtBr5URRilXzAzASYI,ChIJYxrt1FtBr5URRilXzAzASYI,Hogar de ancianos,Paysandú,,"Av. Pedro Luis Guichon 12, 60100 Guichón, Departamento de Paysandú",4742 2364,,-32.3612947,-57.2067013,,2026-08-02T00:28:58.503Z,internal_contract_risk,new_candidate,,0,,pending,
RDC-1cfd91e2b69dd13b,serpapi,serpapi:ChIJS0_u16uSCZURiGikkMGqMkw,ChIJS0_u16uSCZURiGikkMGqMkw,Hogar de Ancianos,Paysandú,,"VVX9+CW5, 35200 Cerro Chato, Departamento de Treinta y Tres",4466 2353,,-33.101497,-55.1301395,,2026-08-02T00:28:58.503Z,internal_contract_risk,new_candidate,,0,,pending,
RDC-352b9b6c47a38550,serpapi,serpapi:ChIJe23sEnJ_r5URdh3TQavV1Uw | serpapi:ChIJe23sEnJ_r5URdh3TQavV1Uw,ChIJe23sEnJ_r5URdh3TQavV1Uw,Hogar de Ancianos de Young,Paysandú,,"79WF+5RX, Hervidero, 65100 Young, Departamento de Río Negro",4567 2018,,-32.7045056,-57.625387599999996,Abierto las 24 horas,2026-08-02T00:28:58.503Z,internal_contract_risk,new_candidate,,0,,pending,
RDC-8589e64313511a00,serpapi,serpapi:ChIJoZINXQDbr5UR7MIO2b-tSf0,ChIJoZINXQDbr5UR7MIO2b-tSf0,Hogar de Ancianos Federico Ozaman,Paysandú,,"Sarmiento 1630, Concepción del Uruguay, Entre Ríos, Argentina",+54 3442 44-3797,,-32.4895412,-58.2479502,,2026-08-02T00:28:58.503Z,internal_contract_risk,new_candidate,,0,,pending,
RDC-ec3f7f8ac67ba67e,serpapi,serpapi:ChIJp9sAeifDrZURg_ADO2N-EOI,ChIJp9sAeifDrZURg_ADO2N-EOI,Hogar De Ancianos Municipal,Paysandú,,"J2HQ+9HH, Chile, 50000 Salto, Departamento de Salto",4732 5205,,-31.371573299999998,-57.961002799999996,Abierto las 24 horas,2026-08-02T00:28:58.503Z,internal_contract_risk,new_candidate,,0,,pending,
RDC-cc3f18245368d5ad,serpapi,serpapi:ChIJr58zEVbJr5URf4vIR4ejCsM | serpapi:ChIJr58zEVbJr5URf4vIR4ejCsM | serpapi:ChIJr58zEVbJr5URf4vIR4ejCsM | serpapi:ChIJr58zEVbJr5URf4vIR4ejCsM | serpapi:ChIJr58zEVbJr5URf4vIR4ejCsM,ChIJr58zEVbJr5URf4vIR4ejCsM,Hogar Estudiantil Paysandú residencia,Paysandú,,"Gral. Leandro Gomez 1008, 60000 Paysandú, Departamento de Paysandú",096 231 591,,-32.3179094,-58.0862128,,2026-08-02T00:28:58.503Z,internal_contract_risk,new_candidate,,0,,pending,
RDC-4043cd9f6396a64f,serpapi,serpapi:ChIJrXPo7EuAn5URqg1xpbg15L0,ChIJrXPo7EuAn5URqg1xpbg15L0,Hogar Italiano,Paysandú,,"Paysandú 1935, 11200 Montevideo, Departamento de Montevideo",095 071 564,http://www.hogaritaliano.com/,-34.8973593,-56.176536999999996,Cerrado · Abre a las 8:30 a. m. del dom,2026-08-02T00:28:58.503Z,internal_contract_risk,new_candidate,,0,,pending,
RDC-8c1b6c3b39886c75,serpapi,serpapi:ChIJcbhjbHVOqJUROtLMm8iMTr4,ChIJcbhjbHVOqJUROtLMm8iMTr4,Hogar SAN VICENTE DE PAUL,Paysandú,,"7XQX+GJH, Delmira Agustini, 45000 Tacuarembó, Departamento de Tacuarembó",,,-31.711176,-56.0009039,Abierto las 24 horas,2026-08-02T00:28:58.503Z,internal_contract_risk,new_candidate,,0,,pending,
RDC-755d2c42255e269b,serpapi,serpapi:ChIJTSU0NQDLr5URel9-yMLnwmI | serpapi:ChIJTSU0NQDLr5URel9-yMLnwmI | serpapi:ChIJTSU0NQDLr5URel9-yMLnwmI | serpapi:ChIJTSU0NQDLr5URel9-yMLnwmI | serpapi:ChIJTSU0NQDLr5URel9-yMLnwmI | serpapi:ChIJTSU0NQDLr5URel9-yMLnwmI,ChIJTSU0NQDLr5URel9-yMLnwmI,La loma,Paysandú,,"Exodo 2364, 60000 Paysandú, Departamento de Paysandú",,,-32.3043444,-58.0515573,,2026-08-02T00:28:58.503Z,internal_contract_risk,new_candidate,,0,,pending,
RDC-51b1c9424f449149,serpapi,serpapi:ChIJNZ3W-T_uuyMRASUKLt4-EkM,ChIJNZ3W-T_uuyMRASUKLt4-EkM,Las Mariposas Residencial Boutique,Paysandú,,"18 de Julio 87, 45000 Tacuarembó, Departamento de Tacuarembó",099 076 254,,-31.7095746,-55.9765284,Abierto las 24 horas,2026-08-02T00:28:58.503Z,internal_contract_risk,new_candidate,,0,,pending,
RDC-f7dab59b1805816c,serpapi,serpapi:ChIJf_dES5j3qJURgDrL7luBUQ4,ChIJf_dES5j3qJURgDrL7luBUQ4,Liceo Villa Tambores,Paysandú,,"4Q96+RGR, 45000 Tambores, Departamento de Paysandú",4637 8097,,-31.8803947,-56.238737099999994,,2026-08-02T00:28:58.503Z,internal_contract_risk,new_candidate,,0,,pending,
RDC-bceb498e8579a643,serpapi,serpapi:ChIJzyFd3LvJr5URyavS8V4JgD4 | serpapi:ChIJzyFd3LvJr5URyavS8V4JgD4 | serpapi:ChIJzyFd3LvJr5URyavS8V4JgD4 | serpapi:ChIJzyFd3LvJr5URyavS8V4JgD4 | serpapi:ChIJzyFd3LvJr5URyavS8V4JgD4 | serpapi:ChIJzyFd3LvJr5URyavS8V4JgD4 | serpapi:ChIJzyFd3LvJr5URyavS8V4JgD4 | serpapi:ChIJzyFd3LvJr5URyavS8V4JgD4 | serpapi:ChIJzyFd3LvJr5URyavS8V4JgD4 | serpapi:ChIJzyFd3LvJr5URyavS8V4JgD4 | serpapi:ChIJzyFd3LvJr5URyavS8V4JgD4 | serpapi:ChIJzyFd3LvJr5URyavS8V4JgD4 | serpapi:ChIJzyFd3LvJr5URyavS8V4JgD4 | serpapi:ChIJzyFd3LvJr5URyavS8V4JgD4 | serpapi:ChIJzyFd3LvJr5URyavS8V4JgD4 | serpapi:ChIJzyFd3LvJr5URyavS8V4JgD4 | serpapi:ChIJzyFd3LvJr5URyavS8V4JgD4 | serpapi:ChIJzyFd3LvJr5URyavS8V4JgD4 | serpapi:ChIJzyFd3LvJr5URyavS8V4JgD4 | serpapi:ChIJzyFd3LvJr5URyavS8V4JgD4 | serpapi:ChIJzyFd3LvJr5URyavS8V4JgD4 | serpapi:ChIJzyFd3LvJr5URyavS8V4JgD4 | serpapi:ChIJzyFd3LvJr5URyavS8V4JgD4 | serpapi:ChIJzyFd3LvJr5URyavS8V4JgD4 | serpapi:ChIJzyFd3LvJr5URyavS8V4JgD4,ChIJzyFd3LvJr5URyavS8V4JgD4,Lifelux Paysandú,Paysandú,,"Sur 44 Casi, 60000 Paysandú, Departamento de Paysandú",092 103 331,https://www.lifelux.com.uy/,-32.3399214,-58.0541202,Abierto las 24 horas,2026-08-02T00:28:58.503Z,internal_contract_risk,new_candidate,,0,,pending,
RDC-1983eed6e46be63b,serpapi,serpapi:ChIJV-oADQBJrpURCouxcqetDLA | serpapi:ChIJV-oADQBJrpURCouxcqetDLA,ChIJV-oADQBJrpURCouxcqetDLA,"Lorenzo Geyres, Paysandu",Paysandú,,"W37G+65Q, 60000 Lorenzo Geyres, Departamento de Paysandú",,,-32.086910599999996,-57.9245289,,2026-08-02T00:28:58.503Z,internal_contract_risk,new_candidate,,0,,pending,
RDC-1279ed20e517d220,serpapi,serpapi:ChIJm5xwgfhJr5URcxQJasmPn34,ChIJm5xwgfhJr5URcxQJasmPn34,Ministerio cristo vive Piñera/Beisso,Paysandú,,"C. 4, 60100 Beisso, Departamento de Paysandú",092 018 506,,-32.3180844,-57.054982599999995,,2026-08-02T00:28:58.503Z,internal_contract_risk,new_candidate,,0,,pending,
RDC-fb69e3ed0cb68a2d,serpapi,serpapi:ChIJk1WGkYL3qJUR9Al2AokNyd0,ChIJk1WGkYL3qJUR9Al2AokNyd0,Municipio de Tambores-IDP,Paysandú,,"4QG3+R43, 45000 Dieciocho de Julio, Rocha",4630 8022,,-31.872989399999998,-56.2472098,,2026-08-02T00:28:58.503Z,internal_contract_risk,new_candidate,,0,,pending,
RDC-d927562cccd65a6f,serpapi,serpapi:ChIJfUZceQDLr5URRovxQhszMgU | serpapi:ChIJfUZceQDLr5URRovxQhszMgU,ChIJfUZceQDLr5URRovxQhszMgU,Recidencial La Chacra De Los Abuelos,Paysandú,,"33 2596, 60000 Paysandú, Departamento de Paysandú",098 691 306,,-32.2801811,-58.0464232,Abierto las 24 horas,2026-08-02T00:28:58.503Z,internal_contract_risk,new_candidate,,0,,pending,
RDC-9e75974987fa36f5,serpapi,serpapi:ChIJ0_4DennLr5URluQ88txsG1E | serpapi:ChIJ0_4DennLr5URluQ88txsG1E | serpapi:ChIJ0_4DennLr5URluQ88txsG1E | serpapi:ChIJ0_4DennLr5URluQ88txsG1E | serpapi:ChIJ0_4DennLr5URluQ88txsG1E | serpapi:ChIJ0_4DennLr5URluQ88txsG1E | serpapi:ChIJ0_4DennLr5URluQ88txsG1E | serpapi:ChIJ0_4DennLr5URluQ88txsG1E | serpapi:ChIJ0_4DennLr5URluQ88txsG1E | serpapi:ChIJ0_4DennLr5URluQ88txsG1E | serpapi:ChIJ0_4DennLr5URluQ88txsG1E | serpapi:ChIJ0_4DennLr5URluQ88txsG1E | serpapi:ChIJ0_4DennLr5URluQ88txsG1E | serpapi:ChIJ0_4DennLr5URluQ88txsG1E | serpapi:ChIJ0_4DennLr5URluQ88txsG1E | serpapi:ChIJ0_4DennLr5URluQ88txsG1E | serpapi:ChIJ0_4DennLr5URluQ88txsG1E | serpapi:ChIJ0_4DennLr5URluQ88txsG1E | serpapi:ChIJ0_4DennLr5URluQ88txsG1E | serpapi:ChIJ0_4DennLr5URluQ88txsG1E | serpapi:ChIJ0_4DennLr5URluQ88txsG1E | serpapi:ChIJ0_4DennLr5URluQ88txsG1E,ChIJ0_4DennLr5URluQ88txsG1E,"Residencia De Ancianos ""angelus""",Paysandú,,"Setembrino Pereda 1053, 60000 Paysandú, Departamento de Paysandú",099 763 850,,-32.3145366,-58.0866712,Abierto las 24 horas,2026-08-02T00:28:58.503Z,internal_contract_risk,new_candidate,,0,,pending,
RDC-b84de2bd31fd78ff,serpapi,serpapi:ChIJ1WHL-1jJr5URqdHchIbNRgo,ChIJ1WHL-1jJr5URqdHchIbNRgo,residencia de estudiantes,Paysandú,,Baltasar Brum entre Colón y 25 de mayo,,,-32.3192028,-58.083556599999994,,2026-08-02T00:28:58.503Z,internal_contract_risk,new_candidate,,0,,pending,
RDC-ee6f1d7842d9abc7,serpapi,serpapi:ChIJaZsFJQDJr5URdaP8O3Slojs,ChIJaZsFJQDJr5URdaP8O3Slojs,Residencia del Centro,Paysandú,,"19 De Abril 884, 60000 Paysandú, Departamento de Paysandú",096 231 591,https://www.instagram.com/residenciadelcentro?igsh=YjNoN2pxeWQyaHFh&utm_source=qr,-32.318418799999996,-58.084187099999994,Abierto las 24 horas,2026-08-02T00:28:58.503Z,internal_contract_risk,new_candidate,,0,,pending,
RDC-8eab546c381ae1b3,serpapi,serpapi:ChIJPctMwfjLr5UR0WjA5_mbVp8 | serpapi:ChIJPctMwfjLr5UR0WjA5_mbVp8,ChIJPctMwfjLr5UR0WjA5_mbVp8,RESIDENCIA ESTUDIANTIL en PAYSANDU,Paysandú,,"Hector Gutierrez Ruiz 979, 60000 Paysandú, Departamento de Paysandú",,,-32.3146927,-58.096488,Abierto las 24 horas,2026-08-02T00:28:58.503Z,internal_contract_risk,new_candidate,,0,,pending,
