candidate_key,observed_name,aliases,department,locality,neighborhood,address,address_precision,phones,email,website_url,instagram_url,facebook_url,classification,evidence_tier,confidence,activity_status,latest_public_activity,administrative_status,exclusion_index_match,best_index_name,best_index_name_score,best_index_address,best_index_address_score,possible_relationships,coordinate_status,google_place_verification_status,import_recommendation,map_action,source_urls,review_notes
tacuarembo:tacuavida-plus:direccion-no-identificada,Tacuavida Plus,Residencial Tacuavida Plus,Tacuarembó,Tacuarembó,,,missing,091 495 747,,,https://www.instagram.com/residencial.tacuavida/,,address_missing,B,high,current_second_site_publicly_announced,2026,not_determined,no_exact_name_or_address_match,La Tacuara,57.1,,,"Mismo operador y contacto que Tacuavida, pero presentada públicamente como un segundo residencial.",address_missing_no_geocoding,not_run,keep_private_until_exact_address,no_map_point,https://www.instagram.com/p/DVmo1AoBUKp/ | https://www.facebook.com/canalcuatrotacuarembo/videos/hay-decisiones-que-nacen-desde-el-coraz%C3%B3n-y-crecen-para-cuidar-a%C3%BAn-mejornaci%C3%B3-ta/932303412753449/,"Probable segunda sede física, pero no geocodificable hasta obtener calle y número."
tacuarembo:hogar-casa-de-la-caridad:ansina-direccion-no-identificada,Hogar de Ancianos Casa de la Caridad,Hogar Casa de la Caridad,Tacuarembó,Ansina,,,missing,,,,,,address_missing,C,medium,recent_public_institutional_presence_detected,2026,not_determined,no_exact_name_or_address_match,Hogar de Ancianos de Artigas,81.2,,,,address_missing_no_geocoding,not_run,keep_private_until_exact_address,no_map_point,https://documentos.diputados.gub.uy/docs/L49/Original/03519.pdf | https://www.facebook.com/lavozdelpueblofmonline/posts/requeno-lemos-pareja-qepdsepelio-se-realiza-24-de-junio-hora-1330-cementerio-de-/1620080186789581/,"Conservado por señal reciente, pero sin dirección exacta ni contacto institucional."
tacuarembo:hogar-ancianos-san-gregorio:predio-lindero-hospital,Hogar de Ancianos de San Gregorio de Polanco,Hogar de San Gregorio de Polanco,Tacuarembó,San Gregorio de Polanco,,Predio lindero al Hospital de San Gregorio,landmark_only,,,,,,needs_more_evidence,B,medium_high,current_institution_and_expansion_project_detected,2025-12,not_determined,no_exact_name_or_address_match,HOGAR DE ANCIANOS DRA. ROCIO STECIANO,67.9,Acceso lateral reportado; dirección protegida,45.8,La fuente oficial de 2025 habla de ampliación del hogar y de un nuevo espacio junto al hospital. | La lista histórica de 2020 incluye Residencial Los Patitos en San Gregorio de Polanco; la continuidad entre ambos nombres no está resuelta.,needs_google_or_ide_verification_after_deduplication,not_run,keep_private_until_independent_current_evidence,no_map_point,https://tacuarembo.gub.uy/?p=34335 | https://documentos.diputados.gub.uy/docs/L49/Original/03519.pdf,"No importar como sede actual hasta separar el hogar existente, la obra nueva y la identidad histórica Los Patitos."
tacuarembo:known:dona-blanca,Residencial Doña Blanca,,Tacuarembó,Paso de los Toros,,Wilson Ferreira 454,door_number,,,,,,known_exact_match,A,high,known_with_current_sector_listing,2026,not_determined,exact_match:EXC-OFFICIAL-ELP-0801,Residencial Doña Blanca,100.0,Wilson Ferreira 454,100.0,,needs_google_or_ide_verification_after_deduplication,not_run,link_sources_to_existing_index_entry,no_new_point,https://documentos.diputados.gub.uy/docs/L49/Original/03519.pdf | https://aderama.org.uy/socios-2026/,Control conocido. Vincular fuentes a EXC-OFFICIAL-ELP-0801; no crear un nuevo punto.
tacuarembo:known:san-vicente,Hogar de Ancianos San Vicente de Paul,,Tacuarembó,Tacuarembó,,"María Reggi, 6.ª sección judicial",door_number,,,,,,known_exact_match,A,high,known_with_recent_public_activity,2025,not_determined,exact_match:EXC-OFFICIAL-ELP-0803,hogar de ancianos san vicente de paul,100.0,"María Reggi, 6° sec. Judicial",89.7,,needs_google_or_ide_verification_after_deduplication,not_run,link_sources_to_existing_index_entry,no_new_point,https://documentos.diputados.gub.uy/docs/L49/Original/03519.pdf | https://www.daughtersips.org/2025/07/02/svdp-nursing-home-renovations/,Control conocido. Vincular fuentes a EXC-OFFICIAL-ELP-0803; no crear un nuevo punto.
tacuarembo:known:pro-bienestar,Comisión Pro Bienestar del Anciano de Paso de los Toros,,Tacuarembó,Paso de los Toros,,Dr. Víctor Álvarez Menéndez s/n,door_number,4664 4148 | 4664 4177,,,,,known_exact_match,A,high,known_with_current_public_listing,2026,not_determined,exact_match:EXC-OFFICIAL-ELP-0799,HOGAR ASOC CIVIL COMISION PRO BIENESTAR DEL ANCIANO DE PASO DE LOS TOROS,100.0,DR VICTOR ALVAREZ MENÈNDEZ S/N,100.0,,needs_google_or_ide_verification_after_deduplication,not_run,link_sources_to_existing_index_entry,no_new_point,https://documentos.diputados.gub.uy/docs/L49/Original/03519.pdf | https://1122.com.uy/local/pro-bienestar-del-anciano/LOC334430001,Control conocido. Vincular fuentes a EXC-OFFICIAL-ELP-0799; no crear un nuevo punto.
tacuarembo:known:casa-del-sol,Residencial Casa del Sol,,Tacuarembó,Tacuarembó,,Ramón González 137,door_number,,,,,,known_exact_match,A,high,known_with_current_public_listing,2026,not_determined,exact_match:EXC-OFFICIAL-ELP-0800,Casa Del Sol,100.0,Ramón González 137,100.0,,needs_google_or_ide_verification_after_deduplication,not_run,link_sources_to_existing_index_entry,no_new_point,https://documentos.diputados.gub.uy/docs/L49/Original/03519.pdf | https://1122.com.uy/local/casa-del-sol/LOC430640001,Control conocido. Vincular fuentes a EXC-OFFICIAL-ELP-0800; no crear un nuevo punto.
tacuarembo:known:dulce-hogar,Residencial Dulce Hogar,,Tacuarembó,Tacuarembó,,18 de Julio 440,door_number,,,,,,known_exact_match,A,high,known_index_entry,,not_determined,exact_match:EXC-OFFICIAL-ELP-0802,Residencial Dulce Hogar,100.0,18 de julio 440,100.0,,needs_google_or_ide_verification_after_deduplication,not_run,link_sources_to_existing_index_entry,no_new_point,https://documentos.diputados.gub.uy/docs/L49/Original/03519.pdf,Control conocido. Vincular fuentes a EXC-OFFICIAL-ELP-0802; no crear un nuevo punto.
tacuarembo:known:justina,Residencial Justina,,Tacuarembó,Tacuarembó,,José Benelli 96,door_number,,,,,,known_exact_match,A,high,known_index_entry,,not_determined,exact_match:EXC-OFFICIAL-ELP-0804,Residencial Justina,100.0,José Benelli nº 96,90.9,,needs_google_or_ide_verification_after_deduplication,not_run,link_sources_to_existing_index_entry,no_new_point,https://documentos.diputados.gub.uy/docs/L49/Original/03519.pdf,Control conocido. Vincular fuentes a EXC-OFFICIAL-ELP-0804; no crear un nuevo punto.
tacuarembo:known:la-familia,Residencial La Familia,,Tacuarembó,Tacuarembó,,Rivera 217,door_number,,,,,,known_exact_match,A,high,known_index_entry,,not_determined,exact_match:EXC-OFFICIAL-ELP-0805,Residencial La Familia,100.0,Rivera 217,100.0,,needs_google_or_ide_verification_after_deduplication,not_run,link_sources_to_existing_index_entry,no_new_point,https://documentos.diputados.gub.uy/docs/L49/Original/03519.pdf,Control conocido. Vincular fuentes a EXC-OFFICIAL-ELP-0805; no crear un nuevo punto.
tacuarembo:known:los-abuelos,Residencial Los Abuelos,,Tacuarembó,Tacuarembó,,Aparicio Saravia 187,door_number,,,,,,known_exact_match,A,high,known_index_entry,,not_determined,exact_match:EXC-OFFICIAL-ELP-0807,los abuelos,100.0,Aparicio Saravia 187,100.0,,needs_google_or_ide_verification_after_deduplication,not_run,link_sources_to_existing_index_entry,no_new_point,https://documentos.diputados.gub.uy/docs/L49/Original/03519.pdf,Control conocido. Vincular fuentes a EXC-OFFICIAL-ELP-0807; no crear un nuevo punto.
tacuarembo:known:maricel,Residencial Maricel,,Tacuarembó,Tacuarembó,,18 de Julio 848,door_number,,,,,,known_exact_match,A,high,known_index_entry,,not_determined,exact_match:EXC-OFFICIAL-ELP-0808,Residencial Maricel,100.0,18 de Julio 848,100.0,,needs_google_or_ide_verification_after_deduplication,not_run,link_sources_to_existing_index_entry,no_new_point,https://documentos.diputados.gub.uy/docs/L49/Original/03519.pdf,Control conocido. Vincular fuentes a EXC-OFFICIAL-ELP-0808; no crear un nuevo punto.
tacuarembo:known:fantasia-maricel,Fantasía Maricel,,Tacuarembó,Tacuarembó,,Manuel Álvarez 816,door_number,,,,,,known_exact_match,A,high,known_index_entry,,not_determined,exact_match:EXC-OFFICIAL-ELP-0798,Fantasia Maricel,100.0,Manuel Alvarez 816,100.0,,needs_google_or_ide_verification_after_deduplication,not_run,link_sources_to_existing_index_entry,no_new_point,https://documentos.diputados.gub.uy/docs/L49/Original/03519.pdf,Control conocido. Vincular fuentes a EXC-OFFICIAL-ELP-0798; no crear un nuevo punto.
tacuarembo:historical:mis-abuelos,Residencial Mis Abuelos,,Tacuarembó,Tacuarembó,,,missing,,,,,,historical_only,D,medium,historical_only_no_reliable_current_public_signal,2020,not_determined,partial_or_exact_index_signal_requires_relationship_review,MIS ABUELOS,100.0,,,,not_applicable,not_run,historical_reference_only,no_map_point,https://documentos.diputados.gub.uy/docs/L49/Original/03519.pdf,"No importar como sede actual. Conservar para búsquedas de alias, cierres, mudanzas o rebranding."
tacuarembo:historical:mi-sueno,Residencial Mi Sueño,,Tacuarembó,Tacuarembó,,,missing,,,,,,historical_only,D,medium,historical_only_no_reliable_current_public_signal,2020,not_determined,partial_or_exact_index_signal_requires_relationship_review,Hogar Mi Sueño,100.0,,,,not_applicable,not_run,historical_reference_only,no_map_point,https://documentos.diputados.gub.uy/docs/L49/Original/03519.pdf,"No importar como sede actual. Conservar para búsquedas de alias, cierres, mudanzas o rebranding."
tacuarembo:historical:santa-isabel,Residencial Santa Isabel,,Tacuarembó,Tacuarembó,,,missing,,,,,,historical_only,D,medium,historical_only_no_reliable_current_public_signal,2020,not_determined,no_exact_name_or_address_match,Residencial Doña Isabel,78.3,,,,not_applicable,not_run,historical_reference_only,no_map_point,https://documentos.diputados.gub.uy/docs/L49/Original/03519.pdf,"No importar como sede actual. Conservar para búsquedas de alias, cierres, mudanzas o rebranding."
tacuarembo:historical:sandra-nunez,Residencial Sandra Núñez,,Tacuarembó,Tacuarembó,,,missing,,,,,,historical_only,D,medium,historical_only_no_reliable_current_public_signal,2020,not_determined,no_exact_name_or_address_match,SANDRA,66.7,,,,not_applicable,not_run,historical_reference_only,no_map_point,https://documentos.diputados.gub.uy/docs/L49/Original/03519.pdf,"No importar como sede actual. Conservar para búsquedas de alias, cierres, mudanzas o rebranding."
tacuarembo:historical:sandra-soca,Residencial Sandra Soca,,Tacuarembó,Tacuarembó,,,missing,,,,,,historical_only,D,medium,historical_only_no_reliable_current_public_signal,2020,not_determined,no_exact_name_or_address_match,SANDRA,70.6,,,,not_applicable,not_run,historical_reference_only,no_map_point,https://documentos.diputados.gub.uy/docs/L49/Original/03519.pdf,"No importar como sede actual. Conservar para búsquedas de alias, cierres, mudanzas o rebranding."
tacuarembo:historical:alma-mia,Residencial Alma Mía,,Tacuarembó,Tacuarembó,,,missing,,,,,,historical_only,D,medium,historical_only_no_reliable_current_public_signal,2020,not_determined,no_exact_name_or_address_match,Residencial Mamina,71.4,,,,not_applicable,not_run,historical_reference_only,no_map_point,https://documentos.diputados.gub.uy/docs/L49/Original/03519.pdf,"No importar como sede actual. Conservar para búsquedas de alias, cierres, mudanzas o rebranding."
tacuarembo:historical:los-patitos,Residencial Los Patitos,,Tacuarembó,San Gregorio de Polanco,,,missing,,,,,,historical_only,D,medium,historical_only_no_reliable_current_public_signal,2020,not_determined,no_exact_name_or_address_match,De Los Pocitos,71.4,,,"Puede relacionarse con el actual Hogar de Ancianos de San Gregorio de Polanco, pero no se confirmó continuidad de nombre ni sede.",not_applicable,not_run,historical_reference_only,no_map_point,https://documentos.diputados.gub.uy/docs/L49/Original/03519.pdf,"No importar como sede actual. Conservar para búsquedas de alias, cierres, mudanzas o rebranding."
tacuarembo:false-positive:despues-de-nosotros-tambores,Hogar Después de Nosotros,,Tacuarembó,Tambores,,,missing,,,,,,false_positive,B,high,institution_exists_but_outside_department,2018-2026,not_determined,no_exact_name_or_address_match,Residencial Sueños Dorados,66.7,,,"La institución está vinculada socialmente con Tacuarembó, pero su sede física está del lado de Paysandú.",not_applicable,not_run,exclude_from_tacuarembo_import,no_map_point,https://documentos.diputados.gub.uy/docs/L49/Original/03519.pdf | https://www.elobservador.com.uy/nota/el-maestro-rural-que-se-preocupo-por-los-viejos-de-su-pueblo-2018415500,Excluir del alta en Tacuarembó; revisar si ya está representado en Paysandú.
tacuarembo:not-elepem:hogar-psiquiatrico-los-murales,Hogar Psiquiátrico Los Murales,,Tacuarembó,Rincón de Tranqueras,,,missing,,,,,,not_elepem,A,high,historical_specialized_psychiatric_home,2020,not_determined,no_exact_name_or_address_match,Ricardo Braceras,50.0,,,,not_applicable,not_run,exclude_from_elepem_import,no_map_point,https://documentos.diputados.gub.uy/docs/L49/Original/03519.pdf,No equiparar automáticamente con un ELEPEM para personas mayores.
tacuarembo:not-elepem:insercion-familiar-antonia-abalo,Servicio de Inserción Familiar Antonia Abaló,,Tacuarembó,Tacuarembó,,,missing,,,,,,not_elepem,A,high,historical_non_elepem_service,2020,not_determined,no_exact_name_or_address_match,Asociación Prohogar De Ancianos De San Jose,46.2,,,,not_applicable,not_run,exclude_from_elepem_import,no_map_point,https://documentos.diputados.gub.uy/docs/L49/Original/03519.pdf,Excluir de la importación ELEPEM.
tacuarembo:not-elepem:insercion-familiar-rosa-felix,Servicio de Inserción Familiar Rosa Félix,,Tacuarembó,Tacuarembó,,,missing,,,,,,not_elepem,A,high,historical_non_elepem_service,2020,not_determined,no_exact_name_or_address_match,Residencial Sociedad Filatrópoca de Santa Fé,47.8,,,,not_applicable,not_run,exclude_from_elepem_import,no_map_point,https://documentos.diputados.gub.uy/docs/L49/Original/03519.pdf,Excluir de la importación ELEPEM.
