candidate_key,observed_name,aliases,department,locality,neighborhood,address,address_precision,phones,email,website_url,instagram_url,facebook_url,classification,evidence_tier,confidence,activity_status,latest_public_activity,administrative_status,exclusion_index_match,best_index_name,best_index_name_score,best_index_address,best_index_address_score,possible_relationships,coordinate_status,google_place_verification_status,import_recommendation,map_action,source_urls,review_notes
durazno:hogar-de-ancianos:maciel-505-osm,Hogar de Ancianos — pista OSM Maciel 505,Comisión Pro Ayuda al Anciano de Durazno | Hogar de Ancianos de Durazno,Durazno,Durazno,,Francisco Antonio Maciel 505,door_number_source_observed,,,,,,probable_known_match,C,medium_high,known_public_institution_with_address_discrepancy,2026-06-22,not_determined,private_osm_candidate_probably_related_to_known_entry,Comision Pro Ayuda Al Anciano De Durazno,100.0,Francisco Antonio Maciel 505,100.0,"El índice conserva un candidato OSM sin nombre en Francisco Antonio Maciel 505. | La entrada conocida Comisión Pro Ayuda al Anciano de Durazno figura en Maciel 630. | Fuentes públicas 2026 usan el nombre genérico Hogar de Ancianos. | Resolver error de puerta, acceso alternativo, mudanza o dos sedes antes de geocodificar.",needs_google_or_ide_verification_after_deduplication,not_run,relationship_review_only,do_not_create_new_point_until_address_discrepancy_resolved,https://www.openstreetmap.org/node/6865063054 | https://www.gub.uy/ministerio-interior/comunicacion/noticias/pcop-acompano-actividades-dia-abuelos-hogares-adultos-mayores | https://www.gub.uy/ministerio-desarrollo-social/etiqueta/otros/durazno-establecimientos-larga-estadia-para-personas-mayores-certificado-social,No es un descubrimiento nuevo: es un conflicto de enlace y domicilio entre un candidato OSM y una institución conocida.
durazno:green-house:batalla-de-las-piedras-232,Green House,Green House Country,Durazno,Durazno,,Batalla de las Piedras 232,door_number,4362 2724 | 4362 7928,,,,,known_exact_match,A,high,known_with_current_sector_listing,2026,not_determined,exact_known_entry,Green House,100.0,Batalla De Las Piedras 232,100.0,,needs_google_or_ide_verification_after_deduplication,not_run,link_or_enrich_existing_entry,no_new_point_enrich_existing_only,https://aderama.org.uy/socios-2026/ | https://www.gub.uy/ministerio-desarrollo-social/etiqueta/otros/durazno-establecimientos-larga-estadia-para-personas-mayores-certificado-social,Control conocido. Revisar diferencia de teléfono por fuente sin reemplazar automáticamente el contacto oficial.
durazno:hostal-la-vida-es-bella:herrera-1118,Hostal La Vida Es Bella,La Vida es Bella,Durazno,Durazno,,Luis Alberto de Herrera 1118,door_number,4362 0863 | 094 005 286,,,,,known_exact_match,A,high,known_with_current_owner_verified_listing,2026-05-25,not_determined,exact_known_entry,Hostal La Vida Es Bella,100.0,Luis alberto de herrera 1118,100.0,,needs_google_or_ide_verification_after_deduplication,not_run,link_or_enrich_existing_entry,no_new_point_enrich_existing_only,https://www.gub.uy/ministerio-desarrollo-social/etiqueta/otros/durazno-establecimientos-larga-estadia-para-personas-mayores-certificado-social | https://1122.com.uy/local/hostal-la-vida-es-bella/LOC721690001,Control exacto conocido; conservar ambos teléfonos por fuente hasta revisión.
durazno:comision-pro-ayuda-anciano:maciel-630,Comisión Pro Ayuda al Anciano de Durazno,Hogar de Ancianos de Durazno | Hogar de Ancianos,Durazno,Durazno,,Maciel 630,door_number,4362 5499,,,,,known_exact_match,A,high,known_with_current_public_activity,2026-06-22,not_determined,exact_known_entry,Comision Pro Ayuda Al Anciano De Durazno,100.0,Maciel 630,100.0,Revisar en conjunto con el candidato OSM de Maciel 505; no crear otra sede hasta resolver la diferencia de puerta.,needs_google_or_ide_verification_after_deduplication,not_run,link_or_enrich_existing_entry,no_new_point_enrich_existing_only,https://www.gub.uy/ministerio-desarrollo-social/etiqueta/otros/durazno-establecimientos-larga-estadia-para-personas-mayores-certificado-social | https://www.gub.uy/ministerio-interior/comunicacion/noticias/pcop-acompano-actividades-dia-abuelos-hogares-adultos-mayores,"Control conocido; la fuente actual refuerza actividad, pero no resuelve la diferencia Maciel 505/630."
durazno:residencial-san-cayetano:batalla-piedras-sarandi,Residencial San Cayetano,Residencial de Abuelas San Cayetano | Hogar San Cayetano,Durazno,Durazno,,Batalla de las Piedras y Batalla de Sarandí,intersection,4362 5158,,,,,known_exact_match,A,high,known_with_current_public_activity,2026-06-24,not_determined,exact_known_entry,Residencial San Cayetano,100.0,Batalla de las Piedras y Batalla Sarandí,100.0,,needs_google_or_ide_verification_after_deduplication,not_run,link_or_enrich_existing_entry,no_new_point_enrich_existing_only,https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf | https://1122.com.uy/local/residencial-de-abuelas-san-cayetano/LOC513370001 | https://www.duraznodigital.uy/2026/06/adultos-mayores-de-durazno-y-san-jorge.html,Control conocido; conservar variantes Residencial/Hogar y San Cayetano/de Abuelas.
durazno:hogar-ancianos-sarandi-del-yi:av-petrini-535,Hogar de Ancianos de Sarandí del Yí,,Durazno,Sarandí del Yí,,Av. Petrini 535,door_number,,,,,,known_exact_match,A,high,known_index_entry,2019,not_determined,exact_known_entry,Hogar de Ancianos Sarandi del Yi,100.0,Av. Petrini 535,100.0,,needs_google_or_ide_verification_after_deduplication,not_run,link_or_enrich_existing_entry,no_new_point_existing_entry_only,https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf,Control exacto conocido. La clasificación no afirma actividad actual; evita redescubrimiento.
durazno:residencial-don-eduardo:sarandi-del-yi,Residencial Don Eduardo,Residencial Don Eduardo - Sarandí del Yí,Durazno,Sarandí del Yí,,Rincón esquina Batlle,intersection,099 282 018 | 099 367 346,,,,https://www.facebook.com/p/Residencial-Don-Eduardo-Sarandi-del-Yi-100082960375387/,known_exact_match,A,high,known_with_public_presence_and_address_variants,2024,not_determined,exact_known_entry,Residencial Don Eduardo,100.0,Rincón esquina Batlle,100.0,"La página pública también publica Batlle 598 esquina Alvariza; revisar si es mudanza, corrección o dirección alternativa frente a Rincón esquina Batlle.",needs_google_or_ide_verification_after_deduplication,not_run,link_or_enrich_existing_entry_and_review_address,no_new_point_until_address_variant_resolved,https://catalogodatos.gub.uy/datastore/dump/360eab08-76d5-4ce2-926d-98f620c5259f?bom=True | https://www.facebook.com/p/Residencial-Don-Eduardo-Sarandi-del-Yi-100082960375387/,Control conocido con posible diferencia de domicilio actual. No duplicar por la variante Batlle 598/Alvariza.
durazno:residencial-tea-garden:zorrilla-947,Residencial Tea Garden,Tea Garden,Durazno,Durazno,,Zorrilla 947,door_number,,,,,,known_exact_match,A,high,known_index_entry_branch_relationship_review,2020,not_determined,exact_known_entry,Residencial Tea Garden,100.0,ZORRILLA 947,100.0,"El índice contiene además Tea Garden 2 / Tea Garden en Penza 951 y Baltasar Brum. | Mantener las puertas separadas hasta confirmar si son dos sedes actuales, una mudanza o una identidad histórica.",needs_google_or_ide_verification_after_deduplication,not_run,link_or_enrich_existing_entry_and_review_branch,no_new_point_existing_entry_only,https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf,Control conocido. Resolver relación temporal y de operador con Penza 951.
durazno:tea-garden-2:penza-951,Tea Garden 2,Tea Garden,Durazno,Durazno,,Penza 951 y Baltasar Brum,door_number_with_cross_street,099 116 676 | 4362 1502,cracristinacabrera@gmail.com,,,,known_exact_match,A,high,known_with_current_official_listing,2026-06-30,not_determined,exact_known_entry_with_duplicate_index_representation,Tea Garden 2,100.0,Penza 951,100.0,El índice contiene una entrada oficial Tea Garden y una entrada legacy Tea Garden 2 para Penza 951. | Resolver representación duplicada y conservar una sede física con todas las fuentes y alias. | El conflicto de contactos multivaluados debe permanecer en revisión.,needs_google_or_ide_verification_after_deduplication,not_run,link_merge_duplicate_index_representations_after_review,one_existing_point_after_duplicate_resolution,https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2026-06/ELEPEM%20HABILITADOS%20JUNIO%202026.pdf | https://www.gub.uy/ministerio-desarrollo-social/etiqueta/otros/durazno-establecimientos-larga-estadia-para-personas-mayores-certificado-social | https://catalogodatos.gub.uy/dataset/c6073df1-cd1f-4f72-b123-6293a8336b94/resource/c3d176c7-e6f9-4c5a-be85-d54a2fdd51d8/download/elepem-habilitados-por-el-msp.xlsx,"Control oficial actual. No crear nueva sede: resolver duplicación legacy/oficial, teléfono 098/4362 y relación con Zorrilla 947."
durazno:blanca-lila:larranaga-907,Blanca Lila,,Durazno,Durazno,,Larrañaga 907,door_number,,,,,,historical_only,A,medium,historical_index_identity_no_recent_independent_signal,2023,not_determined,exact_historical_index_match,BLANCA LILA,100.0,Larrañaga 907,100.0,,not_applicable_historical_control,not_run,preserve_for_alias_and_history_only,no_new_or_current_map_point,https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf,"Conservar para búsqueda inversa, alias, mudanzas y rebrandings. No importar como sede actual sin evidencia reciente independiente."
durazno:residencial-dulce-hogar:sarandi-638,Residencial Dulce Hogar,,Durazno,Durazno,,Sarandí 638,door_number,,,,,,historical_only,A,medium,historical_index_identity_no_recent_independent_signal,2019,not_determined,exact_historical_index_match,Residencial Dulce Hogar,100.0,Sarandí 638,100.0,,not_applicable_historical_control,not_run,preserve_for_alias_and_history_only,no_new_or_current_map_point,https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf,"Conservar para búsqueda inversa, alias, mudanzas y rebrandings. No importar como sede actual sin evidencia reciente independiente."
durazno:residencial-el-hogar-del-adulto:artigas-640,Residencial El Hogar del Adulto,,Durazno,Durazno,,Artigas 640,door_number,,,,,,historical_only,A,medium,historical_index_identity_no_recent_independent_signal,2020,not_determined,exact_historical_index_match,Residencial El Hogar del Adulto,100.0,Artigas 640,100.0,,not_applicable_historical_control,not_run,preserve_for_alias_and_history_only,no_new_or_current_map_point,https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf,"Conservar para búsqueda inversa, alias, mudanzas y rebrandings. No importar como sede actual sin evidencia reciente independiente."
durazno:residencial-felicia-santa-bernardina:eduardo-calleri-728,Residencial Felicia Santa Bernardina SAS,Residencial Felicia,Durazno,Santa Bernardina / Durazno,,Eduardo Calleri 728,door_number,,,,,,historical_only,A,medium,historical_index_identity_no_recent_independent_signal,2020,not_determined,exact_historical_index_match,Residencial Felicia Santa Bernardina SAS,100.0,Eduardo Calleri 728,100.0,,not_applicable_historical_control,not_run,preserve_for_alias_and_history_only,no_new_or_current_map_point,https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf,"Conservar para búsqueda inversa, alias, mudanzas y rebrandings. No importar como sede actual sin evidencia reciente independiente."
durazno:residencial-hogar-luz-del-sol:martinez-matonte-424,Residencial Hogar Luz del Sol,Luz del Sol,Durazno,Durazno,,Martínez Matonte 424,door_number,,,,,,historical_only,A,medium,historical_index_identity_no_recent_independent_signal,2018,not_determined,exact_historical_index_match,Residencial Hogar Luz del Sol,100.0,Martínez Matonte 424,100.0,,not_applicable_historical_control,not_run,preserve_for_alias_and_history_only,no_new_or_current_map_point,https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf,"Conservar para búsqueda inversa, alias, mudanzas y rebrandings. No importar como sede actual sin evidencia reciente independiente."
durazno:residencial-jardines-del-yi:sosa-bernadet-475,Residencial Jardines del Yí,,Durazno,Sarandí del Yí,,Sosa Bernadet 475,door_number,,,,,,historical_only,A,medium,historical_index_identity_no_recent_independent_signal,2021,not_determined,exact_historical_index_match,Residencial Jardines del Yi,100.0,Sosa Bernadet 475,100.0,,not_applicable_historical_control,not_run,preserve_for_alias_and_history_only,no_new_or_current_map_point,https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf,"Conservar para búsqueda inversa, alias, mudanzas y rebrandings. No importar como sede actual sin evidencia reciente independiente."
durazno:residencial-la-pension:sosa-bernabet-282,Residencial La Pensión,,Durazno,Sarandí del Yí,,Sosa Bernabet 282,door_number,,,,,,historical_only,A,medium,historical_index_identity_no_recent_independent_signal,2020,not_determined,exact_historical_index_match,Residencial La Pensión,100.0,Sosa Bernabet 282,100.0,,not_applicable_historical_control,not_run,preserve_for_alias_and_history_only,no_new_or_current_map_point,https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf,"Conservar para búsqueda inversa, alias, mudanzas y rebrandings. No importar como sede actual sin evidencia reciente independiente."
durazno:residencial-sueno-dorado:herrera-1072,Residencial Sueño Dorado,,Durazno,Durazno,,Herrera 1072,door_number,,,,,,historical_only,A,medium,historical_index_identity_no_recent_independent_signal,2020,not_determined,exact_historical_index_match,Residencial Sueño Dorado,100.0,Herrera 1072,100.0,,not_applicable_historical_control,not_run,preserve_for_alias_and_history_only,no_new_or_current_map_point,https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf,"Conservar para búsqueda inversa, alias, mudanzas y rebrandings. No importar como sede actual sin evidencia reciente independiente."
durazno:residencial-tu-segundo-hogar:18-de-julio-318,Residencial Tu Segundo Hogar,,Durazno,Durazno,,18 de Julio 318,door_number,,,,,,historical_only,A,medium,historical_index_identity_no_recent_independent_signal,2019,not_determined,exact_historical_index_match,Residencial Tu Segundo Hogar,100.0,18 de Julio 318,100.0,,not_applicable_historical_control,not_run,preserve_for_alias_and_history_only,no_new_or_current_map_point,https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf,"Conservar para búsqueda inversa, alias, mudanzas y rebrandings. No importar como sede actual sin evidencia reciente independiente."
durazno:centro-residencial-el-sauzal:not-elepem,Centro Residencial El Sauzal,Centro Residencial Durazno | El Sauzal,Durazno,Durazno,,Rivera y Wilson Ferreira Aldunate,intersection,,,,,,not_elepem,A,high,current_specialized_residential_service,2025-12-04,not_determined,not_applicable_non_elepem_service,Centro Residencial Tempus,79.2,WILSON F ALDUNATE 502,63.0,,not_applicable_non_elepem,not_run,exclude_from_elepem_import,do_not_add_to_elepem_map,https://durazno.uy/index.php/noticias-departamentales/autoridades-presentaron-detalles-sobre-el-funcionamiento-del-centro-residencial-el-sauzal.html | https://durazno.uy/index.php/noticias-departamentales/el-gobierno-de-durazno-abre-llamado-para-licenciado-a-en-psicologia-en-el-centro-residencial-el-sauzal.html,Excluir de la importación ELEPEM: es un recurso residencial especializado en consumo problemático de drogas.
durazno:casa-del-adulto-mayor:morquio-1050:not-elepem,Casa del Adulto Mayor,Centro Ana María López,Durazno,Durazno,,"Dr. Luis Morquio 1050, entre Otilia Schultze y Francisco Maciel",door_number_with_cross_streets,4363 2109,,,,,not_elepem,A,high,current_community_activity_center,2025-06-18,not_determined,not_applicable_non_elepem_service,CENTRO DEL ADULTO MAYOR,81.8,LUIS A DE HERRERAS/N ENTRE RUTA 36 Y A. MACHIN,49.1,,not_applicable_non_elepem,not_run,exclude_from_elepem_import,do_not_add_to_elepem_map,https://durazno.uy/index.php/noticias-departamentales/comienzan-actividades-en-la-casa-del-adulto-mayor.html | https://durazno.uy/index.php/noticias-departamentales/nuevas-actividades-en-la-casa-del-adulto-mayor.html,No equiparar un centro comunitario y de actividades con un ELEPEM.
durazno:residencia-saru:carlos-reyles:not-elepem,Residencia S.A.R.U. Carlos Reyles,Residencia SARU,Durazno,Carlos Reyles,,,missing_not_required_for_exclusion,,,,,,not_elepem,A,high,current_youth_student_residence,2024-2026,not_determined,not_applicable_non_elepem_service,Residencial Don Carlos,66.7,,,,not_applicable_non_elepem,not_run,exclude_from_elepem_import,do_not_add_to_elepem_map,https://saru.org.uy/beneficiarios/,Excluir: el término residencia refiere a alojamiento de jóvenes estudiantes.
durazno:rincon-de-luz:la-paloma-rocha:false-positive,Rincón de Luz,,Durazno,La Paloma,,Avenida del Navío,street_without_door_number,,,,,,false_positive,B,high,out_of_department_public_listing,,not_determined,out_of_department,Rincón de Luz,100.0,Canovas del Castillo 4790,54.1,,not_applicable_out_of_department,not_run,discard_or_correct_department,do_not_add_to_durazno,https://1122.com.uy/rubro-zona/la-paloma/residenciales/PRD1000233/Z14722,"Falso positivo producido por homonimia de localidad. Corresponde a La Paloma, Rocha, no al departamento de Durazno."
